;1990;1995;2000;2005;2009;2010;2011;2012;2013;2014;2015;2016;2017
Indonesia;106140727357.032;202132028723.115;165021012077.81;285868618224.017;539580085612.401;755094160363.073;892969107923.097;917869910105.748;912524136718.019;890814755233.226;860854235065.079;932256495234.247;1015539017536.5
Iran;124813263926.246;96419225743.6248;109591707802.233;226452138291.542;414059094949.063;487069570463.768;583500357530.414;598853401276.101;467414852231.299;434474616831.914;385874474398.59;418976679728.567;454012768723.589
Iraq;179885815374.719;114920352863.99;82437621608.6253;49954890353.2609;111660855042.735;138516722649.573;185749664444.445;218000986222.639;234648370497.427;234648370497.427;177498577312.923;170559560067.682;192060810810.811
Ireland;49364681255.6988;69222626262.6263;99853528653.0311;211650764830.245;236311336482.356;221951354761.532;239018536581.675;225571853194.348;239389340720.488;258099014042.117;290617008367.572;304819018067.107;333730764773.18
Israel;58986997916.8733;100343219506.525;132339311284.428;142462925574.348;207419370241.335;233609522091.468;261628548084.179;257296579579.346;292489185194.417;308416982140.362;299093839689.55;317747542489.389;350850537827.281
Italy;1177326294440.85;1170787352906.22;1141759996314.72;1852661982340.51;2185160183384.27;2125058244242.92;2276292404600.52;2072823157059.76;2130491320658.68;2151732868243.21;1832868490534.11;1859383610248.72;1934797937411.33
Jamaica;4592224067.37194;6538840169.73126;8985352831.94058;11204416000;12067478477.5714;13200286270.4683;14413359665.4275;14798716216.2162;14193012191.4957;13852192273.1357;14145469269.457;14072135208.5664;14781107821.7513
Japan;3132817652848.04;5449116304981.1;4887519660744.86;4755410630912.14;5231382674593.7;5700098114744.41;6157459594823.72;6203213121334.12;5155717056270.83;4850413536037.84;4394977752877.82;4949273341993.88;4872136945507.59
Jordan;4160003917.43258;6727446632.42009;8460424400.56418;12588665303.244;23820230000;26425379436.6197;28840263380.2817;30937277605.6338;33593843661.9718;35826925774.6479;37517410281.6901;38654727746.4789;40068308450.7042
Kazakhstan;26932728898.8146;20374307047.115;18291990619.137;57123671733.8953;115308661142.927;148047348240.643;192626507971.584;207998568865.789;236634552078.102;221415572819.5;184388432148.715;137278320084.171;162886867831.694
Kenya;8572359162.85631;9046326059.98857;12705357103.0056;18737897744.7948;37021512048.8158;40000088346.8041;41953433591.4101;50412754861.0191;55096728047.9408;61448041564.0191;64007751187.8874;70875223143.0362;79263075749.2682
Korea;279349355713.801;556130926912.754;561633125839.994;898137194716.188;901934953364.711;1094499338702.72;1202463682633.85;1222807284485.31;1305604981271.91;1411333926201.24;1382764027113.82;1414804158515.26;1530750923148.7
Kuwait;18427777777.7778;27191689008.0429;37711864406.7797;80797945205.4795;105899930507.297;115419050942.08;154027536231.884;174070025008.932;174161142454.161;162631412508.784;114567298105.683;110912280701.754;120126277612.925
Latvia;;5788368511.12379;7937758980.30127;16922504044.804;26169854045.0375;23757368290.0955;28223552824.7508;28119996053.2511;30254677296.9181;31335013751.5424;26972863393.6384;27571513793.3984;30264454641.8004
Lebanon;2838485353.96187;11718795528.4939;17260364842.4544;21489962079.602;35477299023.8806;38419626605.3731;40075674163.2504;44047334183.8806;46471385850.1493;48524603055.257;49910270062.1559;51483909754.8922;53576985686.6998
