Cyprus;5591130217.66965;9933133247.08926;9985844486.33365;18433411267.2553;25732432719.0773;27565469097.9955;24978513426.6992;23900872625.8467;23128114786.7676;19779150116.4984;20890936462.2537;22638608224.1301;24961995748.701;24564647934.6244
Czech Republic;40477403219.5176;59775697061.0399;61649492816.5201;136280689891.224;207477857918.919;227948349666.354;207376427020.815;209402444996.104;207818330723.835;186829940545.759;195090272402.729;215913545038.43;244987409830.533;246489245494.882
Denmark;138247285815.855;185006881515.065;164158739097.623;264467336457.169;321995279401.502;344003137611.271;327148943812.137;343584391647.927;352993631617.708;302673068765.972;313115929314.339;329417067127.817;355675329085.952;348078018463.905
Dominican Republic;7073675544.80847;16598679279.0698;24305116729.1851;36119047252.1794;53860175555.9961;58029750745.6495;60681537195.7996;62682163837.347;67179914026.9623;71164825256.6849;75704720189.5607;79997975621.8654;85555378042.8197;88941298257.7215
Ecuador;15239278100.3502;24432884442.2211;18327764882.4412;41507085000;69555367000;79276664000;87924544000;95129659000;101726331000;99290381000;99937696000;104295862000;107562008000;107435665000
Egypt;42978914311.3504;60159245060.4542;99838543960.0763;89685725230.2517;218888324504.753;236001858960.015;279372758361.832;288586231501.877;305529656458.438;332698041030.807;332927833278.038;235369129337.711;250894760351.232;303175127597.521
El Salvador;4817542204.02673;8921947100;11784927700;14698001400;18448000000;20284000000;21386000000;21990970000;22593480000;23438240000;24191440000;24979200000;26117400000;27022640000
Equatorial Guinea;112119406.548331;141853368.256815;1045998496.43872;8217369092.65224;16314442183.3477;21357344847.4966;22388345810.2466;21948835350.3425;21765454404.421;13185496836.4124;11240809132.4145;12200914929.5961;13278488567.3058;11026774945.3415
Estonia;;4497823918.17467;5694069842.43988;14098326327.5712;19693608686.6415;23391529311.2497;23192709238.817;25271407238.6622;26773472961.8253;23048864242.6072;23996451497.6139;26859101053.8139;30747159197.8965;31386949981.236
Ethiopia;12175166763.285;7663984567.90123;8242392103.68061;12401139453.9738;29933790334.3418;31952763089.33;43310721414.0829;47648211133.2183;55612228233.5179;64589334978.8013;74296618481.0882;81770791970.982;84269348327.3454;96107662398.1749
European Union;;;;11911597753770;14540385611235.6;15741839610904.6;14636155637903.8;15293564575793.2;15633064319173.7;13546911044356.3;13882598814513.1;14735710571465.3;15931983317841.6;15592795166700.2
Finland;141438345513.917;134189814814.815;125706651925.557;204809103345.355;249181190476.369;275243697751.011;258304834621.605;271285280621.373;274497230802.958;234440080998.273;240607907010.383;255122545770.778;275893681355.892;268761201364.705
France;1269179616913.63;1601094756209.75;1362248940482.77;2196126103718.44;2642609548930.36;2861408170264.61;2683825225092.63;2811077725703.59;2852165760630.27;2438207896251.84;2471285607081.72;2595151045197.65;2787863958885.49;2715518274227.45
Gabon;5952293765.84468;4958845906.34769;5067865320.7979;9578973591.00958;14372591916.4792;18210308748.2912;17170465294.0332;17595745653.3676;18203968001.8908;14383107714.0388;14023890620.3384;14929488770.7315;16862282413.8778;16657960228.0892
Georgia;7753501867.76095;2693731865.97036;3057475288.78105;6410823633.25426;12243505582.6741;15107441446.7833;16488403076.3641;17189551520.9811;17627003454.7205;14953950557.4406;15141758566.7808;16242916915.7203;17599700090.762;17743195770.1998
Germany;1771671207359.88;2585792275146.72;1943145384190.16;2845802760850.64;3396354075663.73;3744408602683.94;3527344944139.83;3732743446218.92;3883920155292.26;3360549973888.58;3466790065011.83;3665804120835.3;3949548833952.94;3845630030823.52
Ghana;5889174825.487;6465137614.6789;4983024408.14828;10731634116.7384;32197272797.2028;39337314809.9434;41270954737.2459;62405374785.5052;53660342159.7735;48564863888.4402;55009730600.0307;58998132329.6173;65556464048.1539;66983634223.943
Greece;97891090928.6329;136878366230.328;130133845771.144;247783001865.44;299361576558.217;287797822093.178;245670666639.047;239862011450.103;237029579260.722;196591353761.226;195222443512.937;203588424288.428;218138367444.99;209852761468.681
Guatemala;7650125217.35253;14655404433.2771;19288827158.9035;27211377107.3763;41338008612.7727;47654783851.8252;50388460924.7345;52996540576.3161;57852399834.4585;62186186575.7433;66053725049.0138;71612352781.0667;73118147808.2775;76710385879.6627
Honduras;4923009551.51561;5347445005.21376;7103507989.05044;9672035709.39793;15839344591.9842;17710315005.9999;18528601901.324;18499710127.8385;19756494434.7031;20979767785.2104;21717622071.3816;23136232229.6069;24024189735.8876;25095395475.0393
Hungary;46288369007.4588;46425677734.1435;47218405892.4258;112980947728.383;131135561228.374;141109576981.423;128153691809.347;135409048034.154;140558786480.464;124529741437.176;127507473625.632;141510583019.556;157882912778.254;160967157503.612
Iceland;6478459746.96228;7134341218.42524;9003639475.42485;16812529923.7715;13683689690.2042;15158548261.0475;14724078152.3141;16033517406.48;17758050018.9682;17389101641.2758;20618363255.7616;24488176539.6549;25737594324.9454;24188035738.7846
India;320979026419.633;360281952716.797;468394937262.37;820381595512.902;1675615335600.56;1823050405350.42;1827637859135.7;1856722121394.53;2039127446298.55;2103587817041.78;2294797978291.98;2652754685834.59;2713165057513.35;2875142314811.85
Indonesia;106140727357.035;202132028723.115;165021012077.81;285868618224.017;755094160363.071;892969107923.094;917869910105.749;912524136718.018;890814755233.225;860854235065.079;931877364177.742;1015618742565.81;1042240309412.58;1119190780752.8
Iran;124813263926.246;96419225743.6248;109591707802.233;226452138291.542;486807615326.147;580764902917.439;598868460912.847;460293149324.326;432687036177.818;384951479697.42;417983578231.417;445345282122.682;445345282122.682;445345282122.682
Iraq;179885815374.719;114920352863.99;82437621608.6253;49954890353.2609;138516722649.573;185749664444.444;218000986222.639;234637674957.118;234648370497.427;177498577312.923;174878976033.937;195473049875.127;224228010477.919;234094042938.917
Ireland;49364679953.1067;69222624368.6869;99852958356.3663;211649034697.177;222148757313.006;237472361872.56;224999484104.853;238543538776.684;258471885130.304;291499812103.645;300523297712.96;335663113959.724;382674360766.341;388698711348.156
Israel;59011278705.5248;100384808654.07;132343042748.878;142528909909.308;233995676194.679;261468634231.2;257180147032.142;292636164000.637;309558454718.866;299813121212.641;318950599017.506;353253406954.97;370587977153.583;395098666121.616
Italy;1181222652714.93;1174662070605.02;1143829832319.88;1857524312896.41;2134017843247.16;2291991045770.29;2087077032435.15;2141315327318.21;2159133919743.77;1835899237320.04;1875797463583.87;1961796197354.36;2085764300862.27;2001244392041.57
Jamaica;4592224067.37194;6538840169.73126;8985352831.94058;11204416000;13220556882.7046;14444655299.8772;14807086889.2099;14262589157.7413;13897804560.3487;14187696311.3556;14075894320.3166;14806340821.0871;15713908816.1463;16458071067.8176
Japan;3132817652848.04;5449116304981.1;4887519660744.86;4755410630912.14;5700098114744.41;6157459594823.72;6203213121334.12;5155717056270.83;4850413536037.84;4389475622588.97;4922538141454.62;4866864409657.68;4954806619995.19;5081769542379.77
Jordan;4160003917.43258;6821989155.25114;8579280677.00987;12765218617.7715;26795901408.4507;29244647887.324;31371056338.0282;34064873239.4366;36329267605.6338;38043450704.2253;39196676056.338;40708943661.9718;42231295774.6479;43743661971.831
Kazakhstan;26932728898.8146;20374307047.115;18291990619.137;57123671733.8953;148047348240.643;192626507971.584;207998568865.789;236634552078.102;221415572819.5;184388432148.715;137278320084.171;166805800595.704;179339994859.384;180161741180.147
Kenya;8572359162.85631;9046326059.98857;12705357103.0056;18737897744.7948;40000088346.8041;41953433591.4101;50412754861.0191;55096728047.9408;61448046801.6041;64007750169.3344;69188755364.2995;78965004656.1823;87778582964.1388;95503088538.092
Korea;279349355713.801;556130926912.754;561633125839.994;898137194716.188;1144066965324.49;1253223044718.99;1278427634342.59;1370795199976.18;1484318219633.63;1465773245547.15;1500111596236.37;1623901496835.79;1720578827805.54;1642383217167.26
Kuwait;18427777777.7778;27191353887.3995;37712842242.5032;80798630136.9863;115419399860.433;154068115942.029;174070382279.386;174161142454.161;162631412508.784;114567298105.683;109419728566.7;120707220573.689;140645364238.411;134761198945.982
Laos;865559856.1639;1763536304.53964;1731198022.45494;2735558726.25625;7127792629.58295;8749241114.18913;10191350119.6808;11942230508.334;13268458231.9284;14390442307.3996;15805692545.8723;16853087485.4118;17953786416.1431;18173839128.2699
Latvia;;5770516257.8437;7934206257.24218;16909366521.4686;23803906230.7479;28490700600.9577;28176625841.4665;30272574650.3729;31382780146.4181;27090019662.7977;27734140217.3664;30273007510.3024;34313873284.5882;34117202555.0666
Lebanon;2838485353.96187;11718795528.4939;17260364842.4544;21489962079.602;38443907042.3217;39927125961.194;44035991745.6716;46909335135.1244;48134486624.6103;49939374832.7031;51205122503.8143;53140638269.1211;54961275741.5589;53367042272.1725
Libya;28901836158.1921;25544128198.9955;38270206950.41;47334148578.4164;74773444900.5368;34699395523.6073;81873662518.8238;65502870173.7831;41142722414.3351;27842131479.8726;26197143268.1243;37883243650.452;52607888717.9487;52076250947.5792
Lithuania;;7870782260.51698;11539211480.3625;26125575942.2814;37034461707.2874;43466133144.1699;42842537129.1154;46442055803.7018;48526000845.3102;41392396557.6337;43021972484.8299;47750908128.259;53455170033.5194;54219315600.0854
Luxembourg;13229247947.8513;21588170498.0843;21263514833.2412;37347394602.6614;53212476812.2957;60004630234.4135;56677961787.0717;61739352212.3049;66103853236.7572;57744457954.7297;60691483443.1221;64181944722.7284;70919958015.5247;71104919108.1411
Madagascar;3081479800.28769;3159901231.97468;3877673539.09084;5039293030.82367;9982711030.26388;11551821062.3334;11578978052.8789;12423557906.9182;12522959157.2295;11323023786.5698;11848615018.4138;13176313233.1978;13853433947.6241;14083906356.618
Malaysia;44024178343.0071;88705342902.7113;93789736842.1053;143534102611.497;255016609232.871;297951960784.314;314443149443.149;323277158906.979;338061963396.376;301354756113.174;301255454041.415;318958236443.122;358581943446.259;364701517787.844
Mali;2681912030.49384;2706425298.36818;2954129565.82965;6245031690.06808;10689167195.3375;12995074801.061;12441946098.4018;13242680701.3566;14365345530.0146;13104869674.2274;14020002871.0282;15375605991.6302;17172022684.31;17510141171.3403
Malta;2547163582.33149;3439931906.61479;4306192435.82207;6394851386.64345;8749171417.20801;9515297914.81069;9205506528.33098;10153894646.0353;11302344157.0347;10682394998.3357;11444483133.7171;12747857570.0407;14603581712.3288;14786156563.3046
Mauritius;2653480001.34558;4040345933.29231;4663313620.01707;6488750452.60067;10003670690.3497;11518393367.2403;11668685524.1265;12129642296.4425;12803445933.5894;11692287066.381;12232463655.5727;13259351418.4459;14181803715.4038;14180444557.2047
Mexico;261253582805.945;360073909243.855;707906744574.644;877476221382.101;1057801295584.05;1180489601957.61;1201089987015.45;1274443084716.57;1314563967425.24;1170564619927.69;1077903618176.07;1157736189998.15;1220699479845.98;1258286717124.53
Morocco;30180108561.9305;39030285468.3841;38857251336.3448;62343022650.8742;93216746661.5977;101370474295.109;98266306615.3632;106825649872.108;110081248587.369;101179808076.36;103311649248.025;109714300453.983;117921394402.361;118725279596.13
Mozambique;2512079324.07706;2900913488.49338;5553894130.24062;8512116725.20706;11087646867.9421;14381552432.9494;16350804543.0515;16974320551.0213;17716084107.5888;15950969018.9458;11936999283.1791;13219084261.3664;14717223206.9;14934159925.5234
Myanmar;4467116598.12933;5932278986.11381;8905066163.58643;11986972418.5103;49540813342.4834;59977326085.9908;59937797559.3295;60269734044.526;65446199787.8425;67822772707.1034;67184236746.5694;68945867477.6054;76168043981.5932;76085852617.1371
Namibia;2785764518.01845;3942478205.72909;3833993702.98856;7121391945.65439;11268186636.2905;12343501808.2192;13042007432.4489;12011207761.9717;12356482878.1968;11272143550.2527;10665634660.8833;12741746433.6716;13454211124.4607;12366527719.3322
Nepal;3627562402.66027;4401104417.67068;5494252207.90502;8130258041.46706;16002656434.4746;18913574370.76;18851513891.066;19271168018.482;20002968837.9471;21410840908.5198;21185922407.5922;25180583770.2719;29173513475.5597;30641380604.2984
Netherlands;318330511920.61;452301674444.139;416442786069.652;685092650167.89;846554894931.084;904085980796.018;838971306990.906;876923518850.405;890981311077.658;765264949780.999;783528181704.567;833869641687.06;914104847814.117;909070395160.783
New Zealand;45495129385.0475;63918703506.9075;52623281956.7031;114720129550.095;146619138358.948;168510189201.494;176247979235.906;190845889949.764;200921936786.218;177467529071.288;188223664746.524;205415864857.984;207920613961.749;206928765543.935
Nicaragua;1009455483.87097;4140470000;5107329007.0922;6321335612.22233;8758639096.47693;9774262741.75783;10531964139.3486;10982979274.1922;11880472593.2147;12756706583.3113;13286048705.496;13785943183.0661;13063873077.8495;12520915291.1837
Nigeria;54035795388.0915;44062465800.1706;69448756932.5833;176134087150.341;363359886203.409;410334579160.752;459376049763.999;514966287334.277;568498937615.656;494583180777.103;404649527537.753;375745486520.656;398160403206.519;448120428858.769
North Macedonia;4699646643.10954;4680078740.15748;3772851420.24763;6258600713.82628;9407168702.4313;10494632699.3859;9745251126.0109;10817712138.9451;11362272837.8818;10064515432.0265;10672471860.7184;11307058382.3435;12628854800.9772;12694823394.0947
Norway;119791683307.507;152029612324.789;171247131268.604;308884284051.222;428757038466.841;498283438454.281;509506317146.541;522761531914.894;498410050251.256;385801550067.169;368819929542.194;398393955268.99;434166615431.909;403336363636.364
Oman;11685045513.6541;13802600780.2341;19507412223.6671;31081924577.3732;57048114434.3303;68016905071.5215;76615864759.4278;78784395318.5956;81076462938.8817;68400260078.0234;65481144343.303;70600000000;79275422626.788;76983094928.4786
Pakistan;40010424928.715;60636022422.6176;73952374969.7995;109502102510.883;177165635077.065;213587413183.996;224383620829.57;231218567178.979;244360888750.807;270556131701.171;278654637737.69;304567253219.097;314567541558.339;278221906022.841
Panama;6433967000;9573813700;12304115000;16374393900;29440300000;34686200000;40429700000;45600000000;49921500000;54091700000;57907700000;62219000000;65128200000;66800800000
Paraguay;5812114523.02702;9062131475.02318;8855705139.55857;10737500188.1123;27215968615.5548;33715524703.9288;33283228891.0923;38585317742.981;40276532540.8812;36164068797.2511;36054281572.3981;39008900331.6733;40384691790.5685;38145288939.8488
Peru;26410386669.3609;53312793687.3836;51744749133.213;76060606060.606;147528937028.778;171761737046.585;192648999090.082;201175469114.327;200789362451.567;189805300841.603;191895943823.887;211007207483.515;222044970486.217;226848050819.525
Philippines;44311593755.7845;74119987244.5011;81026300310.0109;103071582125.968;208368892318.654;234216730703.492;261920542606.121;283902829720.158;297483553299.475;306445871631.483;318627003965.493;328480738147.729;346841896889.553;376795508679.676
Poland;65977748210.5263;142137319587.629;171885598582.637;306125173852.573;479321460551.189;528832185770.217;500360816827.883;524234322596.975;545389126644.476;477581376840.43;472037130972.913;526380811261.345;587114101392.696;592164400687.607
Portugal;78713859794.6843;118122007430.012;118310710337.203;197180330804.626;237880908317.652;244797226567.109;216236608773.976;226369502104.236;229596170846.995;199313894327.486;206286022781.894;221357874718.93;241274628877.362;237686075634.698
Qatar;7360439423.07692;8137911978.02198;17759890109.8901;44530494505.4945;125122306346.154;167775274725.275;186833516483.516;198727747252.747;206224725274.725;161739835164.835;151732142857.143;166928571428.571;191362087912.088;183466208791.209
Romania;38995454545.4545;37435317265.1254;37253259016.9976;98452791982.7024;166225180150.414;183443154234.731;171196268957.961;190949066979.176;199626806401.529;177893451831.141;188494136775.719;211695422578.655;241626953521.413;250077444017.084
Russia;516814274021.956;395537185734.854;259710142196.943;764017107992.392;1524917468442.01;2045925608274.37;2208295773643.15;2292473246621.08;2059241965490.83;1363481063446.77;1276786979221.81;1574199387070.9;1669583089322.96;1699876578871.35
Saudi Arabia;117630271802.403;143343036341.789;189514926213.333;328459608764.111;528207200000;671238840106.667;735974843360;746647127413.333;756350347333.334;654269902880;644935541440;688586133333.333;786521831573.333;792966838161.659
Senegal;7237100724.34196;6176312552.1388;5924239700.81588;11022821631.8674;16230887978.4993;17902207621.6248;17824398468.8858;18965572150.2913;19797254643.1212;17774766636.0459;19040312815.1337;20996564751.5994;23236007428.2582;23578084052.0147
Serbia;105824000000;16750000000;6540247190.33529;27683225959.2468;41819468691.8251;49258136128.9672;43309252921.0567;48394238300.4008;47062205546.5;39628549949.7295;40630392018.541;44120425319.8576;50597289146.7041;51409167350.7548
Singapore;36144336768.7023;87810991957.1046;96074477958.2367;127807618360.971;239809387605.427;279351168707.267;295087220933.024;307576360584.992;314851156183.411;308004146057.608;318652334419.11;341863349989.138;373217081850.534;372062527488.638
Slovakia;12747380523.1082;25840146405.2288;29169953012.7142;62785305310.2848;90183986821.6439;98997521242.3941;94416582465.2848;98723944143.6938;101171217100.824;88457167724.277;89640616270.8866;95481955557.6908;105820499976.721;105422304975.576
Slovenia;18198205508.4746;21352223817.226;20289627636.6767;36206396343.7383;48161250935.0166;51516367349.8866;46580457470.2769;48401896409.9842;49930685013.4603;43090173061.9713;44651537259.9731;48561672400.8437;54034358544.2622;53742159516.9278
South Africa;115552349035.441;155460927990.383;136361298082.061;257772710832.953;375349442837.24;416418874936.305;396332702639.496;366829390478.954;350904575292.317;317620522794.827;296357282715.109;349554116683.818;368288939768.322;351431649241.439
Spain;536558591903.363;614609020549.773;596877648793.072;1153285660987.44;1420722034063;1478772824224.03;1324820091194.67;1354757433212.72;1369398844599.58;1195119269971.52;1232076017361.53;1312551705955.3;1419735245004.71;1394116310768.63
Sri Lanka;8032551173.24014;13029697560.9756;16330814179.9766;24405791044.7761;56725749221.9043;65292753005.4664;68434409315.1123;74317806538.3632;79356449840.5771;80604080688.5775;82401038709.5356;87428125557.573;88425889592.1519;84008783756.068
Sudan;12408647540.9836;13829744878.6366;12257418326.0734;26524538565.7403;61739815526.5181;57891984839.8169;52766720138.7383;57730424385.3149;64941775064.7633;74294471279.4565;51772232494.854;45379127306.436;26078607538.5703;18902284475.6054
Sweden;259702295566.669;265392735480.072;261337451703.739;389752445437.636;495812558843.31;574094112972.733;552483727282.803;586841821796.891;581964017237.095;505103781349.757;515654671469.547;541018749769.097;555455371487.089;530832908737.862
Switzerland;258066552980.132;342617336152.22;272055305542.397;408689367169.933;583782977866.405;699579638638.226;668043614122.87;688504173431.454;709182559935.301;679832291693.257;671309197376.701;679950482029.061;705140620046.7;703082435360.117
Syria;12308624283.9787;11396706586.8263;19325894913.1254;28858965517.2414;0;0;0;0;0;0;0;0;0;0
Tanzania;4258743262.82876;5255221424.80962;13375976353.6994;18399046025.2688;32014249841.4151;34657139495.4031;39650530214.3287;45680532613.7591;49964788814.0927;47378599025.3044;49774021003.0748;53320625958.5628;58001200572.3965;63177068174.549
Thailand;85343063965.9182;169278552851.272;126392308497.749;189318499954.003;341104820155.464;370819140946.553;397558222957.17;420333203150.426;407339361695.577;401295941041.296;413430123185.367;456294704152.647;506514103905.268;543649976165.63
Trinidad and Tobago;5068000000;5329214163.22002;8154338232.95978;15982282462.3786;22157948396.2042;25433011405.3017;25763220107.0051;27268478564.5547;27615843098.0949;25062893969.3292;22284780326.8856;22474828527.1775;23808146747.7994;24100202833.7504
Tunisia;12290568181.8182;18030876599.3444;21473188881.5933;32273007553.5687;44050929160.2627;45810626509.4474;45044112939.3687;46251061734.4741;47632326088.237;43173480831.9739;41801210428.3054;39802430354.6334;39770297328.9508;38797709923.6641
Turkey;150676291094.21;169485941048.035;272979390333.738;501416301536.12;771901768898.057;832523680895.522;873982246603.563;950579413121.126;934185915375.828;859796872683.824;863721648058.011;852676779693.539;771350331372.711;754411708202.616
Turkmenistan;3189539641.3171;2482228439.71407;2904662604.82053;8103901996.37024;22583157894.7368;29233333333.3333;35164210526.3158;39197543859.6491;43524210526.3158;35799714285.7143;36180000000;37926285714.2857;40761142857.1429;40761142857.1429
Uganda;4304398865.88268;5755818947.42125;6193246837.09687;9013834373.41246;26457287917.7801;27646526401.817;27084639297.0817;28681464765.3339;32348119639.0743;32124730770.8086;28967460676.8252;30756466548.0543;32772824208.9499;34387229486.4008
Ukraine;81456918678.5008;48213868178.0874;31261527363.144;86057915585.3026;136013155905.036;163159671670.265;175781379051.433;183310146378.081;133503411375.739;91030959454.6961;93355993628.5042;112190355158.178;130901858421.72;153781069118.148
United Arab Emirates;50701443748.2975;65743666575.8649;104337372362.151;180617467954.23;289787338325.391;350666031313.819;374590605854.323;390107556160.653;403137100068.074;358135057862.492;357045064669.843;385605506854.881;422215043584.969;421142267937.65
United Kingdom;1093169389204.55;1341584345905;1657816613708.58;2538680000000;2475244321361.11;2659310054646.23;2704887678386.72;2786022872706.81;3063803240208.01;2928591002002.51;2694283209613.29;2666229179958.01;2860667727551.97;2827113184695.58
United States of America;5963144000000;7639749000000;10252345464000;13036640229000;14992052727000;15542581104000;16197007349000;16784849190000;17521746534000;18219297584000;18707188235000;19485393853000;20580223000000;21427700000000
Uruguay;9298839655.23139;19297663096.5506;22823255801.8447;17362857684.8695;40284481651.9021;47962439303.7247;51264390116.4909;57531233350.9101;57236013086.1224;53274304222.136;52687612261.5424;59530088536.2179;59596885023.0917;56045912952.3421
Uzbekistan;13360607917.8773;13350468917.4115;13760513969.314;14307509838.8053;46679875793.5724;56516280748.3777;63628854498.5024;68997168337.6782;76658542757.4707;81847410181.7953;81779012350.8833;59159945320.5667;50392607758.2324;57921286440.3495
Venezuela;48598315565.032;77407726244.3439;117140723529.412;145510008134.75;393192354510.653;316482190800.364;381286237847.667;371005379786.566;482359318767.703;0;0;0;0;0
