;1990;1995;2000;2005;2010;2011;2012;2013;2014;2015;2016
Nigeria;30757075595.3681;28546958641.2735;46385996028.9482;112248324605.527;169481317540.364;369062464570.387;411743801711.642;460953836444.364;514966287206.505;568498939784.021;481066152870.266
Norway;119791683307.507;152027402449.804;171315639982.731;308722079937.912;386383919342.271;428524701366.599;498157406416.158;509704856037.817;522746212765.957;498339751388.521;386578443732.562
Oman;11685045513.6541;13802600780.2341;19507412223.6671;31081924577.3732;48388296488.9467;58641352405.7217;67937581274.3823;76689206762.0286;78938881664.4993;81035110533.16;69830949284.7854
Pakistan;40010424928.715;60636022422.6176;73952374969.7995;109502102510.883;168152775283.032;177406854514.885;213587413183.996;224383620829.57;231218567178.979;244360888750.807;271049886672.733
Panama;6433967048.89355;9573813687.65665;12304114980.2874;16374393923.6994;26593500000;28917200000;34373820484.9739;39954761232.6898;44856189494.1064;49165773079.2072;52132289747.1731
Peru;26410386669.3609;53312793687.3836;51744749133.213;76060606060.606;120822986521.479;147492391535.14;171724325697.898;192605185353.65;201150658576.291;201021342537.156;189111139010.075
Philippines;44311593755.7845;74119987244.5011;81026297144.2795;103071585462.599;168334599538.168;199590774784.581;224143083706.777;250092093547.532;271836123723.678;284834199296.32;292451392606.609
Poland;65977748210.5263;142137319587.629;171885598582.637;306134635593.744;439796160379.475;479321128909.23;528828473066.019;500344281382.345;524214789307.993;545158979236.012;477066454436.928
Portugal;78721607509.4923;118133634071.912;118358489957.619;197304513120.259;243745748819.116;238317631788.079;244879869335.557;216368178659.446;226073492966.495;230116915167.055;198923264943.995
Qatar;7360439423.07692;8137911978.02198;17759890109.8901;44530494505.4945;97798351648.3516;125122306346.154;167775274725.275;186833516483.516;198727747252.747;206224725274.725;164641483516.484
Romania;38995454545.4545;37662075750.123;37438527799.5301;99697566667.8107;167422949529.4;167998080493.408;185362855081.021;171664638717.49;191549024910.604;199493490982.921;177954489851.961
Russian Federation;516814258695.568;395531066563.296;259708496267.33;764017107992.392;1222643696991.85;1524916112078.87;2034007406354.34;2154067053237.85;2231826797008.17;2052806729652.36;1331207745853.38
Saudi Arabia;116778104138.852;142457676902.537;188441866666.667;328459608764.111;429097866666.667;526811466666.667;669506666666.667;733955733333.333;744335733333.333;753831733333.333;646001866666.667
Serbia (Republic of);120100000000;16750000000;6540247190.33529;26252007830.4639;42616653299.9115;39460357730.5224;46466728666.6103;40742313861.1374;45519650911.4138;44210806365.6817;37160332465.1645
Singapore;36152027893.1446;87890009877.24;95833932714.6172;127417688055.756;192408387762.118;236421782178.218;275221020830.021;289268624469.873;300288499960.042;306344408491.832;292739307535.642
Slovakia;;25733043137.2549;29114875621.8905;62697540106.9519;88945625173.6594;89506341721.8543;98175152905.1988;93413992955.8972;98478349315.3252;100760596988.198;87263622047.2441
Slovenia;;21273055398.3017;20342201356.0052;36346974008.2079;50244793831.6199;48016465430.4636;51287601751.4596;46258247574.7506;47688566993.1107;49530147015.8794;42774769768.2156
South Africa;112014836393.151;155460234815.693;136361791002.623;257772766357.932;295936471258.128;375349396273.835;416418862155.872;396342265529.842;367593603380.597;351304928727.413;314571945857.401
Spain;535101248775.71;612939685081.398;595402616546.895;1157276458151.97;1499074742984.16;1431672847682.12;1487924659438.42;1339946773437.24;1369261671179;1381342101735.68;1199057336142.84
Sri Lanka;8032551173.24014;13029697560.9756;16330814179.9766;24406252456.5141;42066217871.5349;56725745039.336;65292741296.5382;68434399083.41;74317806754.5267;80025305461.5834;82316172384.325
Sudan;12408647540.9836;13829744878.6366;12257418326.0734;26524538565.7403;53150209167.934;65634109236.7736;67327289319.733;68125631150.2939;72065940085.772;82151588418.8325;97156119150
Sweden;258154283908.9;264051981551.316;259802012617.057;389042298376.845;429657033107.737;488379327089.837;563113421113.421;543880647757.404;578742001487.571;573817719109.402;495623697305.492
Switzerland;257420293190.325;341759012938.689;271659728209.379;407535656039.19;539528229942.101;581211708792.789;696311671959.46;665054050620.785;684835034384.327;702705544908.583;670789928809.882
Syria;12308624283.9787;11396706586.8263;19325894913.1254;28858965517.2414;;;;;;;
Thailand;85343063965.9182;169278552851.272;126392308497.749;189318499954.003;281574762729.76;340923571200.889;370608559050.496;397290682074.825;419888628523.075;404320038916.496;395168025882.03
Tunisia;12290568181.8182;18030876599.3444;21473188881.5933;32273007553.5687;43454935940.1615;44050929160.2627;45810626509.4474;45044176963.9542;46255554871.6686;47603227896.566;43015089722.6754
Turkey;150676291094.21;169485941048.035;266567532789.507;482979839089.015;614569781800.821;731144536446.484;774775356126.167;788862935211.869;823256641370.335;798781754066.919;717879788566.76
Turkmenistan;3189539641.3171;2482228439.71407;2904662604.82053;8104355716.8784;20214385964.9123;22583157894.7368;29233333333.3333;35164210526.3158;39197543859.6491;43513684210.5263;35854571428.5714
Ukraine;;48214752454.2319;31261718319.1794;86142018069.3504;117227769791.56;136013155905.036;163159671670.265;175781379051.433;183310146378.081;133503411375.739;90615023323.7353
United Arab Emirates;50701443748.2975;65743666575.8649;104337372362.151;180617018379.85;253547358747.447;286049336038.121;348526072157.931;373431994554.118;388598502382.573;401958066712.049;370296255956.433
United Kingdom;1093169389204.55;1320255641470.73;1635441065214.1;2508103636363.64;2367127278392.27;2429602904820.77;2608995353308.76;2646002634059.62;2719509472492.7;2998833559195.71;2858003087965.69
United Republic of Tanzania;4258742898.93795;5255221424.80962;10185786382.8283;16929976600.142;28573777052.4542;31407908612.0943;33878631649.4157;39087748240.4403;44333456244.744;48197218326.7942;45628247290.4618
United States of America;5979589000000;7664060000000;10284779000000;13093726000000;14418739000000;14964372000000;15517926000000;16155255000000;16691517000000;17393103000000;18036648000000
Uruguay;9298680632.74904;19297663096.5506;22823255801.8447;17362857683.8545;31660911277.0294;40284682479.8596;47962439303.7247;51265399744.9558;57531233350.9101;57235766825.403;53442697568.7227
Uzbekistan;13360607990.6751;13350468917.4115;13760374487.51;14307509838.8053;33689223673.2577;39332770928.9425;45915191189.3237;51821573338.1312;57690453460.6205;62643953021.7594;66732736498.1951
Venezuela (Bolivarian Republic of);47028010660.9808;74906532239.819;117140723529.412;145510008134.75;329418979506.288;393801459277.332;316482190800.364;381286237847.667;371336634589.947;;
Viet Nam;6471740490.99897;20736163924.0492;33640085738.648;57633255618.2731;106014601171.036;115931749697.241;135539487317.008;155820001920.492;171222025117.381;186204652922.262;193599379094.859
Yemen;5647251908.39695;4258788725.44991;9636342274.82408;16753769531.6987;25130274124.2524;30906749533.221;32726417878.391;35401339869.3055;40415233436.1767;43228583935.0365;37733919936.2465
