Kenya;8572359162.86876;9046326059.98857;12705357103.0056;18737897744.7948;37021512048.8158;39999659233.7555;41953433591.4101;50412754821.9795;55097343447.5616;61445345999.0765;63767539356.6051;70529014778.3251
Korea;279349355713.801;556130926912.754;561633125839.994;898137194716.188;901934953364.711;1094499338702.72;1202463682633.85;1222807284485.31;1305604981271.91;1411333926201.24;1382764027113.82;1411245589976.63
Kuwait;18427777777.7778;27191689008.0429;37711864406.7797;80797945205.4795;105899930507.297;115419050942.08;154027536231.884;174070025008.932;174161495063.47;162631763879.129;114567298105.683;110875579086.698
Latvia;;5788368511.12379;7937758980.30127;16922504044.804;26169854045.0375;23757368290.0955;28223552824.7508;28119996053.2511;30314363218.6773;31419072947.902;27009231911.4428;27572698481.8766
Lebanon;2838485353.96187;11718795528.4939;17260364842.4544;21287562189.0547;35477118070.2487;38419626628.1924;40075674163.2504;43868565281.7247;46014226807.5622;47833413749.1211;49459296463.2836;49598825982.1559
Libya;28901836158.1921;25544128198.9955;38270206950.41;47334148578.4164;63028320702.0343;74773444900.5368;34699395523.6073;77969541741.5455;49276750380.6568;23160072678.9087;20774585192.9811;20151347637.1916
Lithuania;;7870782260.51698;11539211480.3625;26125575942.2814;37440673477.8982;37120517693.8622;43476878139.2577;42847900765.8065;46473646001.5672;48545251795.561;41402022148.2053;42738875963.3703
Luxembourg;13229247947.8513;21588170498.0843;21263514833.2412;37347394602.6614;51370543206.4462;53212476812.2957;60004630234.4135;56677961787.0717;61739352212.3049;66327344188.889;57784495265.4378;58631324559.4484
Malaysia;44024178343.0071;88704944178.6284;93789736842.1053;143534102611.497;202257586267.556;255016609232.871;297951960784.314;314443149443.149;323277158906.979;338061963396.376;296434003328.639;296535930381.12
Malta;2547163582.33149;3439931906.61479;4306192435.82207;6394851386.64345;8528202278.41067;8741059602.64901;9504797627.39877;9203729739.42371;10145944323.6938;11217780149.3338;10285547954.0777;10999047580.3881
Mexico;262709776007.964;343792792161.261;683647965226.955;866345821213.261;894948748436.748;1051128603513.77;1171187519660.64;1186598324461.82;1261981728468.52;1298461494903.14;1152263780657.86;1046922702460.87
Morocco;30180108561.9305;39030285468.3841;38857251336.3448;62343022650.8742;92897320375.8176;93216746661.5977;101370474295.109;98266306615.3632;106825649872.108;110081248587.369;101187079462.942;103606321692.582
Myanmar;4467116598.12933;5932278986.11381;8905066163.58643;11986972418.5103;36906181380.8127;49540813342.4834;59977326085.9908;59937797559.3295;60269734044.526;65446402659.1687;59687373958.2574;63225097051.255
Netherlands;314267667675.178;446528959648.641;412807259996.315;678533764457.157;857932759099.75;836389937229.197;893757287201.688;828946812396.788;866680000367.264;879635084124.987;757999453314.269;777227541581.307
New Zealand;45495727006.5141;63918703506.9075;52623281956.7031;114719425473.492;121337372727.841;146580949348.893;168461998741.295;176192886551.397;190521142196.379;200696291789.952;175562976175.285;184969146624.47
Nigeria;30757075595.3681;28546958641.2735;46386011231.37;112248353104.911;169481317540.364;369062464570.387;411743801711.642;460953836444.364;514966287206.505;568498937588.035;481066152889.094;404652720164.859
Norway;119791683307.507;152027402449.804;171315639982.731;308722079937.912;386622457579.95;429130952709.224;498831558925.86;510229136226.902;523502127659.574;499338534779.159;386663139402.707;371076190476.19
Oman;11685045513.6541;13802600780.2341;19507412223.6671;31081924577.3732;48388296488.9467;58641621846.554;67937307412.2237;76689583355.0065;78938585175.5527;81034395058.5176;69831770871.2614;66293368010.4031
Pakistan;40010424928.715;60636022422.6176;73952374969.7995;109502102510.883;168152775283.032;177406854514.885;213587413183.996;224383620829.57;231218567178.979;244360888750.807;270556126820.064;278913371202.065
Panama;6433967000;9573813700;12304115000;16374393900;26593500000;28917200000;34373820500;39954761200;44856189500;49165773100;52132289700;55187700000
Paraguay;5695201563.42495;9062131307.88275;8195993230.74275;8734653809.49561;15929902138.1363;20030528042.9171;25099681460.8943;24595319573.7548;28965906502.2306;30881166852.3116;27282581335.7964;27424071382.7244
Peru;26410386669.3609;53312793687.3836;51744749133.213;76060606060.606;120822986521.479;147528937028.778;171761737046.585;192648999090.082;201217661645.509;201049665375.132;189212096470.293;192207342004.681
Philippines;44311593755.7845;74119987244.5011;81026297144.2795;103071585462.599;168334599538.168;199590775190.258;224143083706.777;250092093547.532;271836123723.678;284584522898.872;292774099013.687;304905406845.291
Poland;65977749038.438;142137319587.629;171885598582.637;306134635593.744;440346575957.897;479257883741.752;528725113045.826;500284003684.372;524201151607.188;545075908845.995;477279647754.701;471364408713.956
Portugal;78721607509.4923;118133634071.912;118358489957.619;197304513120.259;243745748819.116;238303443425.21;244895101712.451;216368178659.446;226073492966.495;229629822121.601;199420256049.689;204836597909.466
Qatar;7360439423.07692;8137911978.02198;17759890109.8901;44530494505.4945;97798351648.3516;125122306346.154;167775274725.275;186833516483.516;198727747252.747;206224725274.725;164641483516.484;152451923076.923
Romania;38995454545.4545;37662075750.123;37438527799.5301;99697566667.8107;167422949529.4;167998080493.408;185362855081.021;171664638717.49;191549024910.604;199493490982.921;177911101680.106;187592037839.968
Russia;516814258695.568;395531066563.296;259708496267.33;764017107992.392;1222643696991.85;1524916112078.87;2051661732059.78;2210256976945.38;2297128039058.21;2063662665171.89;1365864126832.81;1283162985989.3
Saudi Arabia;117630271802.403;143343036341.789;189514926213.333;328459608764.111;429097866666.667;528207200000;671238840106.667;735974843360;746647127413.333;756350347333.334;651757333333.333;646438380560
Senegal;5716644272.04692;4878719133.22771;4679604753.55711;8707015771.00113;12814961485.1002;12948906288.5576;14390776643.965;14225310518.7856;14851057084.776;15304363138.1804;13640668374.1652;14683697630.9
Serbia;120100000000;16750000000;6540247190.33529;26252007830.4639;42616653299.9115;39460357730.5224;46466728666.6103;40742313861.1374;45519650911.4138;44210806365.6817;37160332465.1645;38299854688.1277
Singapore;36152027893.1446;87890009877.24;95833932714.6172;127417688055.756;192408387762.118;236421782178.218;275599459373.509;289162118908.538;302510668904.339;308142766948.149;296840704102.415;296975678610.206
Slovakia;12694544692.7374;25733043137.2549;29114875621.8905;62697540106.9519;88945625173.6594;89501012915.7314;98181259740.0919;93413992955.8972;98478349315.3252;100948236941.182;87501423882.4686;89768598023.3903
Slovenia;;21273055398.3017;20342201356.0052;36346974008.2079;50244793831.6199;48013606745.4803;51290792018.1074;46352802765.5763;48116256926.0807;49904928335.3069;43072415017.4321;44708598648.8562
South Africa;115553279480.54;155460285076.232;136361854808.496;257671413750.825;297216730668.942;375298134440.469;416878162440.887;396332598448.215;366810014300.222;351119102947.143;317610719411.483;295456189492.005
Spain;535101248775.71;612939685081.398;595402616546.895;1157276458151.97;1499099749930.54;1431616749640.29;1488067258325.2;1336018949805.58;1361854206549.39;1376910811040.88;1197789902774.43;1237255019653.86
Sri Lanka;8032551173.24014;13029697560.9756;16330814179.9766;24406252456.5141;42066217871.5349;56725745039.336;65292741296.5382;68434399083.41;74317806754.5267;79356456990.2891;80611989527.2158;81321876307.2556
Sudan;12408647540.9836;13829744878.6366;12257418326.0734;26524538565.7403;53150209167.934;65634109236.7736;67327289319.733;68125631150.2939;72065940085.772;82151588418.8325;97156119150;95584380032.2061
Sweden;258154283908.9;264051981551.316;259802012617.057;389042298376.845;429657033107.737;488377689564.921;563109663291.177;543880647757.404;578742001487.571;573817719109.402;497918109302.399;514459972806.171
Switzerland;258066552980.132;342617007103.594;272055499940.786;408689353999.358;541506500413.565;583782977866.405;699579638638.226;668043614122.87;688504173431.454;709182559935.301;679289166858.236;668851296244.236
Syria;12308624283.9787;11396706586.8263;19325894913.1254;28858965517.2414;0;0;0;0;0;0;0;0
Thailand;85343063965.9182;169278552851.272;126392308497.749;189318499954.003;281710095724.761;341105009515.333;370818747396.833;397559992407.45;420528737876.717;406521561093.357;399234547137.472;407026127310.434
Trinidad and Tobago;5068000000;5329214163.22002;8154338232.95978;15982282462.3786;19175196445.7936;22157948396.2042;25433011405.3017;25694164489.2373;26436159314.5624;26175952941.9107;23559224762.4424;21894706041.2353
Tunisia;12290568181.8182;18030876599.3444;21473188881.5933;32273007553.5687;43454935940.1615;44050929160.2627;45810626509.4474;45044112939.3687;46251061734.4741;47587913058.8443;43156708809.1354;42062549394.7859
Turkey;150676291094.21;169485941048.035;272979390595.01;501416301726.704;644639902580.645;771876791231.838;832546270783.83;873981786532.072;950595270314.296;934167809301.667;859794177118.102;863711710426.514
Turkmenistan;3189539641.3171;2482228439.71407;2904662604.82053;8104355716.8784;20214385964.9123;22583157894.7368;29233333333.3333;35164210526.3158;39197543859.6491;43524210526.3158;35799628571.4286;36179885714.2857
Uganda;4304398865.88268;5755818947.42125;6193246837.09687;9013834373.41246;18168902153.8569;20186496527.1276;20176751242.0546;23132149256.9744;24599553471.8672;27295207927.5612;27059447774.6626;24078931933.4578
Ukraine;81456918678.5008;48213868178.0874;31261527363.144;86142018069.3504;117227769791.56;136013155905.036;163159671670.265;175781379051.433;183310146378.081;133503411375.739;91030959454.6961;93270479388.5243
United Arab Emirates;50701443748.2975;65743666575.8649;104337372362.151;180617018379.85;253547358747.447;289880430197.413;350908390034.037;374817974104.833;390427289203.54;403197682886.317;357949199754.935;348743265704.561
United Kingdom;1093169389204.55;1335218557677.13;1647951278559.54;2520701818181.82;2382825985355.97;2441173394729.62;2619700404733.37;2662085168498.93;2739818680930.19;3022827781881.39;2885570309160.86;2647898654635.24
Tanzania;4258743262.82876;5255221424.80962;10185786382.8283;16929976600.142;28573777052.4542;31407908612.0943;33878631649.4157;39087748240.4403;44333456244.744;48197218326.7942;45628320606.0487;47340071107.343
United States of America;5979589000000;7664060000000;10284779000000;13093726000000;14418739000000;14964372000000;15517926000000;16155255000000;16691517000000;17393103000000;18120714000000;18624475000000
Uruguay;9298839655.23139;19297663096.5506;22823255801.8447;17362857683.8545;31660911290.3226;40284481661.8726;47962439293.3696;51264390121.4144;57531233350.9101;57236013077.5187;53274304214.8174;52419720713.7316
Uzbekistan;13360607990.6751;13350468917.4115;13760374487.51;14307509838.8053;33689223673.2577;39332770928.9425;45915191189.3237;51821573338.1312;57690453460.6205;63067077178.5381;66903804142.5395;67220335569.6147
Venezuela;47028010660.9808;74906532239.819;117140723529.412;145510008134.75;329787628928.471;393190682070.491;316482190800.364;381286237847.667;371006299120.244;482359318767.703;463547305335.763;387061999955.362
Viet Nam;6471740805.56984;20736164458.9505;31172518403.3162;57633255618.2731;106014659770.222;115931749697.241;135539438559.709;155820001920.492;171222025117.381;186204652922.262;193241108709.536;205276172134.901
Yemen;5647251908.39695;4258788725.44991;9636342274.82408;16753769531.6987;25130274124.2524;30906749533.221;32726417878.391;35393148127.2755;40415233436.1767;43228583935.0365;37733919936.2465;27317605346.0714
Zambia;3285217391.30435;3807067121.8609;3600683039.73254;8331870169.14977;15328342303.9575;20265556273.582;23460098339.7453;25503370699.2015;28045460442.1876;27150630607.2032;21154394545.895;21063989682.5243
Zimbabwe;8783816700;7111270700;6689957600;5755215200;8621573608.35314;10141859709.6169;12098450748.8603;14242490252.4289;15451768658.5469;15891049235.9908;16304667807.0657;16619960401.9038
