India;3.26608E+11;3.666E+11;4.76609E+11;8.34215E+11;1.36537E+12;1.70846E+12;1.83581E+12;1.83178E+12;1.8618E+12;2.04852E+12
Indonesia;1.14426E+11;2.02132E+11;1.65021E+11;2.85869E+11;5.3958E+11;7.55094E+11;8.92969E+11;9.1787E+11;9.10479E+11;8.88538E+11
Iraq;n.d;n.d;n.d;49954890353;1.11661E+11;1.38517E+11;1.8575E+11;2.18001E+11;2.32497E+11;2.23508E+11
Iran (Islamic Republic of);1.24813E+11;96419225744;1.09592E+11;2.19846E+11;3.98978E+11;4.6779E+11;5.92038E+11;5.87209E+11;5.11621E+11;4.25326E+11
Ireland;49361026052;69217500631;99833960199;2.11389E+11;2.35387E+11;2.20076E+11;2.41785E+11;2.24652E+11;2.3826E+11;2.50814E+11
Iceland;6521544489;7181787874;8924735423;16749309720;12855269884;13236887873;14665358677;14194519025;15376604281;17036097482
Israel;52490325640;99968784246;1.32397E+11;1.42838E+11;2.08069E+11;2.34322E+11;2.61764E+11;2.59614E+11;2.92408E+11;3.05675E+11
Italy;1.17776E+12;1.17121E+12;1.14221E+12;1.85351E+12;2.18624E+12;2.12675E+12;2.27809E+12;2.07463E+12;2.13354E+12;2.14116E+12
Japan;3.1037E+12;5.33393E+12;4.7312E+12;4.57187E+12;5.03514E+12;5.49539E+12;5.90563E+12;5.95448E+12;4.91956E+12;4.60146E+12
Kazakhstan;26932728899;20374307047;18291990619;57123671734;1.15309E+11;1.48047E+11;1.88049E+11;2.03517E+11;2.31876E+11;2.17872E+11
Kenya;8572359163;9046326060;12705357103;18737895401;37021512049;39999659234;41953433591;50410164014;54930813988;60936509778
Kuwait;18427778571;27191689008;37711864407;80797945205;1.059E+11;1.15419E+11;1.54028E+11;1.7407E+11;1.74161E+11;1.63612E+11
Latvia;;5785037079;7934770568;16903250778;26144610787;23743309486;28385281828;28023276372;30241650060;31286809075
Libya;28904898118;25544128199;38270206950;47334148578;63028320702;74773444901;34699395524;81905365776;65509594212;41142722414
Lithuania;;7870782261;11539211480;26125575942;37440673478;37132564255;43505562065;42852204396;46412093986;48353937110
Luxembourg;13361108522;21803347564;21375345495;36977365999;50386496249;52351655629;58697386711;55986712368;61794506556;64873963098
Malaysia;44024177915;88704944179;93789736842;1.43534E+11;2.02258E+11;2.55017E+11;2.97952E+11;3.14443E+11;3.23343E+11;3.38104E+11
Malta;2547330284;3599683395;3957418083;5990648162;8099400961;8163355021;9302635890;8882509104;9642848650;9642848650
Morocco;28839382991;37183957845;37020609825;59523857868;92897320376;93216746662;1.0137E+11;98266306615;1.07317E+11;1.10009E+11
Mexico;2.6271E+11;3.43793E+11;6.83648E+11;8.66346E+11;8.93369E+11;1.04993E+12;1.16936E+12;1.1845E+12;1.25877E+12;1.29469E+12
Myanmar;n.d;n.d;n.d;n.d;n.d;n.d;n.d;74690930782;58652241646;64330038665
Nigeria;30757075595;28546958641;46385996029;1.12248E+11;1.69481E+11;3.69062E+11;4.11744E+11;4.60954E+11;5.14965E+11;5.68508E+11
Norway;1.19792E+11;1.52027E+11;1.71316E+11;3.08722E+11;3.86384E+11;4.28525E+11;4.98157E+11;5.09705E+11;5.22349E+11;4.99817E+11
New Zealand;45495167573;63918404822;52623101831;1.15061E+11;1.20467E+11;1.45288E+11;1.6614E+11;1.74142E+11;1.87937E+11;1.9997E+11
Oman;11685045608;13802600780;19507412224;31081924577;48388296489;58641352406;67937581274;76341482445;78182574772;81796618986
Netherlands;3.14268E+11;4.46529E+11;4.12807E+11;6.78534E+11;8.57933E+11;8.3644E+11;8.93702E+11;8.28947E+11;8.64169E+11;8.79319E+11
Pakistan;40010425585;60636022423;73952374970;1.09502E+11;1.68153E+11;1.77407E+11;2.13755E+11;2.24646E+11;2.31087E+11;2.43632E+11
Peru;25710059622;51990003413;50980861887;74947898080;1.21192E+11;1.48522E+11;1.70564E+11;1.9268E+11;2.01848E+11;2.02596E+11
Poland;64712371654;1.39411E+11;1.71886E+11;3.0441E+11;4.36476E+11;4.79243E+11;5.28742E+11;5.00228E+11;5.24059E+11;5.44967E+11
Portugal;78721607509;1.18134E+11;1.18358E+11;1.97305E+11;2.43746E+11;2.38318E+11;2.4488E+11;2.16368E+11;2.26073E+11;2.30117E+11
Qatar;7360439211;8137911978;17759890110;44530494505;97798351648;1.25122E+11;1.69805E+11;1.9029E+11;2.01885E+11;2.10109E+11
United Kingdom;1.09317E+12;1.23756E+12;1.5548E+12;2.41894E+12;2.31458E+12;2.4035E+12;2.5949E+12;2.63047E+12;2.7123E+12;2.98889E+12
Czech Republic;40315847384;59537113791;61474265135;1.3599E+11;2.0573E+11;2.07016E+11;2.27313E+11;2.06442E+11;2.08328E+11;2.0527E+11
Dominican Republic;7073674721;16358496124;23996100575;34004081037;48193458083;53864484468;58361928552;60595109805;61366326096;64137819040
Romania;38299106120;35482292671;37438527800;99697566668;1.67423E+11;1.67998E+11;1.85363E+11;1.72044E+11;1.91587E+11;1.99044E+11
Russian Federation;5.16814E+11;3.95531E+11;2.59708E+11;7.64017E+11;1.22264E+12;1.52492E+12;1.90479E+12;2.01611E+12;2.07902E+12;1.8606E+12
Singapore;36152800270;87890009877;95833932715;1.27418E+11;1.92408E+11;2.36422E+11;2.75365E+11;2.89936E+11;3.02246E+11;3.0786E+11
Syria;12308624284;11396706587;19325894913;28858965517;n.d;n.d;n.d;n.d;n.d;n.d
Sri Lanka;8032551173;13029697561;16330810304;24406252457;42066217872;56725780417;65292732252;68434422594;74317814502;78823610057
South Africa;1.12014E+11;1.5546E+11;1.36362E+11;2.57772E+11;2.95936E+11;3.75349E+11;4.16597E+11;3.97386E+11;3.66244E+11;3.50085E+11
Sudan;12408647780;13829744879;12257418326;26524538566;53150209168;65634109237;67327289320;62688889673;66480141187;73814947341
Sweden;2.58154E+11;2.64052E+11;2.59802E+11;3.89042E+11;4.29657E+11;4.88379E+11;5.63113E+11;5.43881E+11;5.78742E+11;5.7109E+11
Switzerland;2.5742E+11;3.41759E+11;2.7166E+11;4.07536E+11;5.39528E+11;5.81212E+11;6.96312E+11;6.65408E+11;6.84919E+11;7.01037E+11
Thailand;85343189321;1.69279E+11;1.26392E+11;1.89318E+11;2.81575E+11;3.40924E+11;3.70609E+11;3.97472E+11;4.20167E+11;4.04824E+11
Tanzania;4258742899;5255221425;10185786383;16929976600;28573777052;31407908612;33878631649;39087748240;44384603620;48056680982
Turkmenistan;3232066837;2482228440;2904662605;8104355717;20214385965;22148070175;29233333333;35164210526;41012982456;47931929825
Turkey;1.50676E+11;1.69486E+11;2.66568E+11;4.8298E+11;6.14554E+11;7.31168E+11;7.74754E+11;7.88863E+11;8.23243E+11;7.98429E+11
Ukraine;81456918679;48214752454;31261718319;86142018069;1.17228E+11;1.36419E+11;1.6316E+11;1.75781E+11;1.8331E+11;1.31805E+11
Uruguay;9298839655;19297663097;22823255802;17362857684;31660911277;40284682480;47962439304;51384870651;57524653094;57471030095
Uzbekistan;13360607991;13350468917;13760374488;14307509839;32816828373;39332770929;45324319955;51183443225;56795656325;62643953022
Venezuela;47027508385;74888742184;1.17148E+11;1.45513E+11;3.29419E+11;3.93801E+11;3.16482E+11;3.81286E+11;3.81286E+11;3.81286E+11
Vietnam;6471740486;20736163915;33640085728;57633255739;1.06015E+11;1.15932E+11;1.35539E+11;1.5582E+11;1.71222E+11;1.86205E+11
