;1990;1995;2000;2005;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Spain;536558591250.408;614609020549.773;596877648793.072;1153285660987.44;1485583495415.39;1420722034063;1478772824224.03;1324820091194.67;1354757433212.72;1369398844599.58;1195119269971.52;1232076017361.53;1312539279462.36;1422153839840.78;1393490524517.64
Sri Lanka;8032551173.24014;13029697560.9756;16330814179.9766;24405791044.7761;42066217871.5349;56725749221.9043;65292753005.4665;68434409315.1123;74317806538.3632;79356449840.5771;80604080688.5775;82401038709.5356;87428125557.573;88425889592.1519;84008783756.068
Sudan;12408647540.9836;13829744878.6366;12257418326.0734;26524538565.7403;49957202646.4102;58167563412.7594;57060450038.1388;52766746152.1786;57730380599.5285;64941713057.3775;74294508239.5524;51772232494.854;45021077955.328;33128480498.7296;30513456084.7961
Sweden;261846194498.885;267305875261.099;262835454366.855;392218088878.779;436537014293.554;495812558843.31;574094112972.733;552483727282.803;586841821796.891;581964017237.095;505103781349.757;515654671469.547;541018749769.097;555455371487.089;530883869004.977
Switzerland;258066552692.197;342617007188.161;272055499763.145;408689354320.591;541506500321.662;583782978345.834;699579638413.011;668043613696.287;688504173431.454;709182559935.301;679832292004.984;671309197478.183;679950481622.843;705140620046.7;703082435158.864
Syrian Arab Republic;12308624283.9787;11396706586.8263;19325894913.1254;28858965517.2414;0;0;0;0;0;0;0;0;0;0;0
Tanzania, United Republic of;4258743262.82876;5255221424.80962;13375976353.6994;18399046025.2688;29081425282.2949;32014249841.4151;34657139495.4031;39650530214.3287;45680532613.7591;49964788814.0926;47378599025.3044;49774021003.0748;53320625958.5628;58001200572.3965;63177068174.549
Thailand;85343063965.9182;169278753531.981;126392233706.79;189318549680.384;281710416557.292;341104820155.464;370819140946.553;397558222957.17;420333203150.426;407339361695.577;401295941041.296;413430123185.367;456294704152.647;506514103905.268;543548969968.693
Trinidad and Tobago;5068000000;5329214163.22002;8154338232.95978;15982282462.3786;19172165225.5015;22157948396.2042;25433011405.3017;25763220107.0051;27268478564.5547;27615843098.0949;25062893969.3292;22284780326.8856;22474828527.1775;23808146747.7994;24269714809.9078
Tunisia;12290568181.8182;18030876599.3444;21473188881.5933;32273007553.5687;43454935940.1615;44050929160.2627;45810626509.4474;45044112939.3687;46251061734.4741;47632326088.237;43173480831.9739;41801210428.3054;39802430354.6334;39770297328.9508;38796687568.157
Turkey;150676291094.21;169485941048.035;274302959127.239;506314592066.542;649289324631.255;776967610957.286;838785707000.17;880555967207.49;957799371565.729;938934394763.917;864314287105.727;869683121562.531;858988610574.035;778381859840.942;761425499358.159
Turkmenistan;3189539641.3171;2482228439.71407;2904662604.82053;8103901996.37024;20214385964.9123;22583157894.7368;29233333333.3333;35164210526.3158;39197543859.6491;43524210526.3158;35799714285.7143;36180000000;37926285714.2857;40761142857.1429;40761142857.1429
Uganda;4304398865.88268;5755818947.42125;6193246837.09687;9239221858.55839;25019909334.6707;26558906013.7722;27752712167.4799;27188666946.7055;28791625559.2282;32472363451.8826;32248116583.6813;29078719933.9986;30756466548.0543;32916147253.2718;35165157016.9125
Ukraine;81456918678.5008;48213868178.0874;31261527363.144;86057915585.3026;117113410001.027;136013155905.036;163159671670.265;175781379051.433;183310146378.081;133503411375.739;91030959454.6961;93355993628.5042;112190355158.178;130901858421.72;153781069118.148
United Arab Emirates;50701443748.2975;65743666575.8649;104337372362.151;180617467964.602;253547358747.447;289787338325.391;350666031313.819;374590605854.323;390107556160.653;403137100068.074;358135057862.492;357045064669.843;385605506854.881;422215043584.969;421142267937.65
United Kingdom;1093169389204.55;1341584345905;1657816613708.58;2538680000000;2410909799034.12;2475244321361.11;2659310054646.23;2704887678386.72;2786022872706.81;3063803240208.01;2928591002002.51;2694283209613.29;2666229179958.01;2860667727551.97;2829108219165.8
United States of America;5963144000000;7639749000000;10252345464000;13036640230000;14448933025000;14992052727000;15542581104000;16197007349000;16784849196000;17527163695000;18224704440000;18714960538000;19519353692000;20580159776000;21433226000000
Uruguay;9298839655.23139;19297663096.5506;22823255803.0657;17362857684.8695;31660911278.5627;40284481653.4343;47962439302.6658;51264390114.2305;57531233351.2089;57236013087.7063;53274304222.1829;52687612262.177;59530088537.3307;59596885024.3487;56045912952.9732
Uzbekistan;13360607917.8773;13350468917.4115;13760513969.314;14307509838.8053;33689223673.2577;46679875793.5724;56516280748.3777;63628854498.5024;68997168337.6782;76658542757.4707;81847410181.7953;81779012350.8833;59159945320.5668;50392607758.2324;57921286440.3495
Venezuela (Bolivarian Rep. of);48598315565.032;77407726244.3439;117140723529.412;145510008134.75;329787628928.471;393192354510.653;316482190800.364;381286237847.667;371005379786.566;482359318767.703;0;0;0;0;0
Viet Nam;6471740805.56984;20736164458.9505;31172518403.3162;57633255618.2731;106014659770.222;115931749697.241;135539438559.709;155820001920.492;171222025117.381;186204652922.262;193241108709.536;205276172134.901;223779865815.183;245213686369.157;261921244843.172
Yemen;5647119229.00763;4258788725.44991;9652436179.64605;16746344766.2044;25130274124.2525;30906749533.221;32726417212.348;35401341663.0425;40415235701.9871;43206469767.4419;42450620875.6499;30935978723.73;26736139802.004;23486270352.3327;22581081993.945
Zambia;3285217391.30435;3807067121.8609;3600683039.73254;8331870169.14977;15328342303.9575;20265559483.8548;23459515275.5776;25503060420.026;28045553105.1354;27150728123.781;21243339048.2369;20954754378.1394;25868165344.8185;26312140828.64;23309773922.7582
Zimbabwe;8783816700;7111270700;6689957600;5755215200;9665793300;12041655200;14101920300;17114849900;19091020000;19495519600;19963120600;20548678100;22040902300;24311560500;21440758800
