;1990;1995;2000;2005;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Indonesia;106140727357.035;202132028723.115;165021012077.81;285868618224.017;539580085612.402;755094160363.071;892969107923.094;917869910105.749;912524136718.018;890814755233.225;860854235065.079;931877364177.742;1015618742565.81;1042240309412.58;1119190780752.8
Iran (Islamic Republic of);124813263926.246;96419225743.6248;109591707802.233;226452138291.542;416397025729.361;486807615326.147;580764902917.439;598868460912.847;460293149324.326;432687036177.818;384951479697.42;417983583565.54;445345256459.105;453996479250.212;453996479250.212
Iraq;179885815374.719;114920352863.99;82437621608.6253;49954890353.2609;111660855042.735;138461538461.538;185470085470.085;217807625616.475;234648370497.427;234648370506.003;177498577312.923;174896224010.152;195473049873.096;224228010473.773;234094042938.917
Ireland;49364680213.6251;69222625000;99852958356.3663;211649034945.902;236316405946.096;222148757577.891;237472361733.546;224999484361.826;238543539440.554;258471884599.611;291499812214.551;300523297823.576;335663113507.851;382674360648.245;388698711348.156
Israel;59217144628.5091;100384808554.445;132343042699.826;142528909909.308;207468170790.631;233995676087.698;261468634287.095;257180147032.142;292636164056.027;309558454690.917;299813121135.458;318950599043.544;353253406982.751;370587977125.732;394652210295.849
Italy;1181222653522.95;1174662070605.02;1143829832319.88;1857524312896.41;2191241872742.43;2134017843247.16;2291991045770.29;2087077032435.15;2141315327318.21;2159133919743.77;1835899237320.04;1875797463583.87;1961796197354.36;2091544955092.31;2003576145498.04
Jamaica;4592224067.37194;6538840169.73126;8985352831.94058;11243868485.7428;12120460872.8003;13220556882.7046;14444655299.8772;14807086889.2099;14262589157.7413;13897804560.3487;14187696311.3556;14075894320.3166;14806340821.0871;15713908816.1463;16458071067.8176
Japan;3132817652848.04;5449116304981.1;4887519660744.86;4755410630912.14;5231382674593.7;5700098114744.41;6157459594823.72;6203213121334.12;5155717056270.83;4850413536037.84;4389475622588.97;4922538141454.62;4866864409657.68;4954806619995.19;5081769542379.77
Jordan;4160003917.43258;6727446632.42009;8460424400.56418;12588665303.244;24537876123.688;27133804244.3669;29524149164.8994;31634561670.4356;34454440180.6582;36847643587.2383;38587017944.3352;39892551148.8301;41408960786.8028;42932112676.0563;44502895861.6837
Kazakhstan;26932728898.8146;20374307047.115;18291990619.137;57123671733.8952;115308661142.927;148047348240.643;192626507971.584;207998568865.789;236634552078.102;221415572819.5;184388432148.715;137278320084.171;166805800595.704;179339994859.384;181665908556.499
Kenya;8572359162.85631;9046326059.98857;12705357103.0056;18737897744.7948;37021512048.8158;40000088346.8041;41953433591.4101;50412754861.0191;55096728047.9408;61448046801.6041;64007750169.3344;69188755364.2995;78965004656.1823;87778582964.1388;95503088538.092
Korea, Republic of;283367525714.932;566583427334.137;576178114168.494;934901071332.984;943941876218.743;1144066965324.49;1253223044718.99;1278427634342.59;1370795199976.18;1484318219633.63;1465773245547.15;1500111596236.37;1623901496835.79;1724845615629.26;1646739219509.89
Kuwait;18427777777.7778;27191353887.3995;37712842242.5033;80798630136.9863;105963168867.269;115419399860.433;154068115942.029;174070382279.386;174161142454.161;162631412508.784;114567298105.683;109419728566.7;120707220573.689;140645364238.411;134628542746.97
Lao People's Dem. Rep.;865559856.1639;1763536304.53964;1731198022.45494;2735558726.25625;5832915387.08908;7127792629.58295;8749241114.18913;10191350119.6808;11942230508.334;13268458231.9284;14390442307.3996;15805692545.8724;16853087485.4118;17953786416.1431;18173839147.4011
Latvia;0;5785775812.89218;7949253765.93279;16959313005.6005;26317286627.7453;23877564355.9904;28619991391.7457;28330632928.5559;30432796305.7043;31329367172.7409;27239653843.5022;28052325862.0461;30458763245.5118;34416012859.1866;34102913582.4235
Lebanon;2838485353.96187;11718795528.4939;17260364842.4544;21497336498.9718;35399582928.6236;38443907042.3217;39927125961.194;44035991745.6716;46909335135.1244;48134486624.6103;49939374832.7032;51205122503.8143;53140638269.1211;54961275741.5589;51991634491.6345
Libya;28901836158.1921;25544128198.9955;38270206950.41;47334148578.4164;63028320702.0343;74773444900.5368;34699395523.6073;81873662518.8238;65502870173.7831;41142722414.3351;27842131479.8726;26197143268.1243;37883243650.452;52607888717.9487;52091152228.3425
Lithuania;0;7867140395.33705;11524776866.6379;26097677571.8373;37388122046.1496;37138464732.9838;43582248869.6143;42943442157.7701;46514471181.9327;48574531941.9167;41418872976.1196;43018087237.5741;47758736931.7801;53722883091.3513;54627411860.4705
Luxembourg;13229247947.8513;21588170498.0843;21263514833.2412;37347394602.6614;51370543206.4462;53212476812.2957;60004630234.4135;56677961787.0717;61739352212.3049;66103853236.7572;57744457954.7297;60691483443.1221;64181944722.7284;70919958015.5247;71104919108.1411
Madagascar;3931334870.74964;3838101052.21232;4629247090.97817;5859269849.14523;9616879920.50734;9982711030.26388;11551821062.3334;11578978052.8789;12423557906.9182;12522959157.2295;11323023786.5698;11848615018.4138;13176313233.1978;13853433947.6241;14114631280.6774
Malaysia;44024178343.0071;88705342902.7113;93789736842.1053;143534102611.497;202257625195.063;255016609232.871;297951960784.314;314443149443.149;323277158906.979;338061963396.376;301354803994.367;301255380276.258;319112136545.438;358715057123.739;364681367531.684
Mali;2681912030.49384;2706425298.36818;2954129565.82965;6247496491.29462;10190945007.299;10689167195.3375;12995074801.061;12441946098.4018;13242680704.5961;14364859445.8846;13104802016.2041;14025944550.3788;15365627045.0866;17070758732.1991;17279566718.6087
Malta;2547163582.33149;3720400496.11451;4069515556.78692;6416184235.8384;8696366868.92276;9035932177.77961;9638916472.15361;9462238256.97848;10551661220.181;11626281449.5909;11091434435.2345;11665231192.2959;13146963159.1185;14750790658.4025;14989415684.1203
Mauritius;2653480001.34558;4040345933.29231;4663313620.01707;6488750452.60067;9128843109.15588;10003670690.3497;11518393367.2403;11668685524.1265;12129642296.4425;12803445933.5894;11692287066.381;12232463655.5727;13259351418.4459;14181951058.5129;14048430518.5561
Mexico;261253582805.945;360073909243.855;707906744574.644;877476221382.101;900045350649.351;1057801295584.05;1180489601957.61;1201089987015.45;1274443084716.57;1315351183524.54;1171867608197.72;1078490651625.31;1158913035796.37;1222348807283.2;1268870527160.03
Moldova, Republic of;0;1752979926.41489;1288429391.79951;2988348836.471;5439422031.39627;6974960345.3712;8414360656.29632;8709165249.26928;9496684701.43325;9510219299.49557;7745231660.33425;8071480540.86068;9669759987.02633;11456717193.2501;11968713370.4969
Mongolia;2560785660;1452165005.2384;1136896123.61298;2523471532.01083;4583850367.88972;7189481824.07288;10409797649.3063;12292770631.1967;12582122604.1921;12226514722.0861;11749620619.5962;11186734674.3847;11425755279.5395;13108769495.7425;13996719329.4097
Morocco;30180108561.9305;39030285468.3841;38857251336.3448;62343022650.8742;92897320375.8176;93216746661.5977;101370474295.109;98266306615.3632;106825649872.108;110081248587.369;101179808076.36;103311649248.024;109682728023.112;118096227400.092;119700325461.938
Mozambique;2512079324.07706;2843489764.65219;5656473652.41147;8542070109.70903;11914471497.1492;11104648673.0016;14381552432.9494;16350804543.0515;16974320551.0213;17716084107.5888;15950969018.9458;11936999283.1791;13219084261.3664;14845870050.7092;15291448211.603
Myanmar;4467116598.12933;5932278986.11381;8905066163.58643;11986972418.5103;36906181380.8127;49540813342.4834;59977326085.9908;59937797559.3295;60269734044.526;65446199787.8425;67822772707.1034;67184236746.5694;68945867477.6054;76168043981.5932;76085852617.1371
Namibia;2785764518.01845;3942478205.72909;3833993702.98856;7101514450.14191;8825055228.32872;11268186636.2905;12343501808.2192;13041886316.4832;12011207741.4591;12356482988.8683;11272143472.6244;10665634688.0779;12741746523.8632;13454211343.5949;12366528259.1844
Nepal;3627562402.66027;4401104417.67068;5494252207.90502;8130258041.46706;12854985464.0764;16002656434.4746;18913574370.76;18851513891.066;19271168018.482;20002968837.9471;21410840908.5198;21185922407.5922;25180583770.2719;29173513475.7073;30641380603.9699
Netherlands;318330511920.61;452301674444.139;416442786069.652;685092650167.89;868077243678.8;846554894931.084;904085980796.018;838971306990.906;876923518850.405;890981311077.658;765264949780.999;783528181704.567;833869641687.06;914043438179.607;907050863145.097
New Zealand;45495129385.0475;63918703506.9075;52623281956.7031;114720129550.095;121357986132.8;146619138358.948;168510189201.494;176247979235.906;190845889949.764;200921936786.218;177467529071.288;188223664746.524;205415864857.984;207920613961.749;206928765543.935
Nicaragua;1009455483.87097;4140470000;5107329007.0922;6321335612.22233;8298729073.96937;8758639096.47693;9774262741.75783;10532049076.9407;10982938825.6994;11880434070.7811;12756706583.3113;13286083644.8761;13785909906.1925;13063904770.3561;12520915291.1837
Niger;3512356353.0798;2302537682.18029;2236185389.87885;4383315656.99096;7352131669.2941;7851191899.3408;8772951261.81807;9426913349.22319;10224897934.722;10862944203.5591;9685577941.03195;10355006770.1014;11189541083.3975;12846952856.8458;12911689659.351
Nigeria;54035795388.0915;44062465800.1706;69448756932.5833;176134087150.341;291880204327.419;361456622215.721;404993594133.582;455501524575.498;508692961937.492;546676374567.721;486803295097.89;404650006428.613;375746469538.666;397190484464.308;448120428858.769
North Macedonia;4699646643.10954;4680078740.15748;3772851420.24763;6258600713.82628;9401731495.71661;9407168702.4313;10494632699.3859;9745251126.0109;10817712138.9451;11362272837.8818;10064515432.0265;10672471860.7184;11307058382.3435;12683073866.1105;12547040498.9077
Norway;119791683307.507;152029612324.789;171247131268.604;308884284051.222;386190385318.767;428757038466.841;498283438454.281;509506317146.541;522761531914.894;498410050251.256;385801550067.169;368819929542.194;398393955268.99;434166615431.909;403336363636.364
Oman;11685045513.6541;13802600780.2341;19507452508.0656;31081991724.7852;48388363516.4273;56913065779.2588;67872692582.2437;76511059935.9394;78555637365.2291;80686854742.6073;68399663321.9259;65480507170.7857;70598026282.7982;79788768968.949;76331518668.5771
Pakistan;40010423970.4576;60636022422.6176;82017743416.2841;120055291992.938;168152775283.032;177165635077.065;213587413183.996;224383620829.57;231218567178.979;244360888750.807;270556131701.171;278654637737.69;304567253219.097;314567541558.339;278221906022.841
Panama;6433967000;9573813700;12304115000;16374393900;27116635600;29440300000;34686200000;40429700000;45600000000;49921500000;54091700000;57907700000;62219000000;65128200000;66800800000
Papua New Guinea;3219730364.99623;4636057476.42569;3521339699.07407;4865892972.27595;11619637815.9806;14250755221.5077;17984910495.726;21295659249.2443;21261432774.5022;23210682536.8359;21723531182.1369;20759069104.55;22742613549.3956;24109509856.1866;24829107011.0701
Paraguay;5812114523.02702;9062131475.02318;8855705139.55857;10737500188.1123;22341754513.9643;27215968615.5548;33715524703.9288;33283228891.0923;38585317742.9809;40276532540.8812;36164068797.2511;36054281572.3981;39008900331.6733;40384691790.5685;38145288939.8488
Peru;26410386669.3609;53312793687.3836;51744749133.213;76060606060.6061;120822986521.479;147528937028.778;171761737046.585;192648999090.082;201175469114.327;200789362451.567;189805300841.603;191895943823.887;211007207483.515;222044970486.217;226848050819.525
Philippines;44311593755.7845;74119987244.5011;83670261708.0015;107419986400.763;176131654910.527;208368892319.233;234216730703.914;261920542606.89;283902829721.087;297483553299.658;306445871632.259;318627003966.055;328480738147.216;346841896890.281;376795508678.853
Poland;65977749036.9844;142292783505.155;172219461126.067;306144336269.51;439737508413.192;479834179020.33;528301269069.799;498523568248.119;521016262734.924;542477096211.761;477811911394.084;472630364208.177;526508877305.321;587411745161.558;595858207011.512
Portugal;78713860216.5659;118122007430.012;118310710337.203;197180330804.626;243701635176.438;237880908317.652;244797226567.109;216236608773.976;226369502104.236;229596170846.995;199313894327.486;206286022781.894;221357874718.93;242313116577.967;238785085030.988
Qatar;7360439423.07692;8137911978.02198;17759890109.8901;44530494505.4945;97798351648.3516;125122306346.154;167775268614.037;186833502362.128;198727642979.297;206224598564.624;161739955577.748;151732181857.113;161099122215.307;183334953813.209;175837550996.185
Romania;38995454545.4545;37435317265.1254;37253259016.9976;98452791982.7024;174103695930.213;166309355234.589;183326740143.017;170635805316.879;190801346194.297;199959363430.073;177729210874.504;188128818486.401;211695422578.655;241457403085.042;250077444017.084
Russian Federation;516814274021.956;395537185734.854;259710142196.943;764017107992.392;1222644282201.86;1524917468442.01;2045925608274.37;2208295773643.15;2292473246621.08;2059241965490.83;1363481063446.77;1276786979221.81;1574199387070.9;1669583089322.96;1699876578871.35
Saudi Arabia;117630271802.48;143343036351.096;189514926222.667;328459700124.064;429097899279.013;528207332649.536;671238840108.229;735974843348.664;746647127407.619;756350347320.381;654269902888.715;644935541446.453;688586244286.512;786521831571.957;792966838161.659
Senegal;7237100724.34196;6176312552.1388;5924239700.81588;11022821631.8674;16248212852.2153;16230887978.4993;17902207621.6248;17824398468.8858;18965572150.2913;19797254643.1212;17774766636.0459;19040312815.1337;20996564751.5994;23236007428.2582;23578084052.0147
Serbia;105824000000;16832598870.0565;6875845986.52121;27683225959.2468;45162894380.9318;41819468691.8251;49258136128.9672;43309252921.0567;48394239474.6762;47062206677.6539;39655958842.5478;40692643373.0327;44179055279.8887;50640650221.4622;51475016532.1293
Singapore;36144336768.7023;87810991957.1046;96074477958.2367;127807618360.971;194152286008.938;239809387605.427;279351168707.267;295087220933.024;307576360584.992;314851156183.411;308004146057.608;318652334419.11;341863349989.138;373217081850.534;372062527488.638
Slovakia;12747380650.0762;25840146405.2288;29169953012.7142;62785305310.2848;89046289247.0131;90310718349.0156;99122802874.1718;94534730680.6023;98848641554.6311;101189715749.374;88467555243.7256;89655253976.4258;95494424978.5166;105701930962.982;105079673009.733
Slovenia;18198199152.5424;21352224019.4096;20289627636.6767;36206395970.6504;50368056404.5568;48161250405.2468;51516366654.8197;46580457470.2769;48401896808.3064;49930685013.4603;43090173394.6913;44736333522.4522;48586603447.6954;54161636034.6517;54174227308.8862
South Africa;115552349035.441;155460927990.383;136361298082.061;257772710832.953;295936485832.635;375349442837.24;416418874936.305;396332702639.496;366829390478.954;350904575292.317;317620522794.827;296357282715.109;349554116683.818;368288939768.322;351431649241.439
