id_master_country|date_in|date_out|global_quote|economic_quote|soft_quote
un040|2005-01-01|2005-12-01|3.89219483885899|3.23559734689859|4.71412639821189
un056|2005-01-01|2005-12-01|6.7848492386277|8.73268825502897|4.346535995397
un100|2005-01-01|2005-12-01|0.415941154270557|0.264338333149708|0.605718216613759
un191|2005-01-01|2005-12-01|0.879765518534544|0.465188847569624|1.3987343751169
un196|2005-01-01|2005-12-01|0.273723174066625|0.223007074872998|0.33720980477253
un203|2005-01-01|2005-12-01|1.40133749299339|1.24415608669037|1.59809785221772
un208|2005-01-01|2005-12-01|2.58457407971779|3.06377095706471|1.98471337135773
un233|2005-01-01|2005-12-01|0.325600682123369|0.207870598213477|0.472975706602815
un246|2005-01-01|2005-12-01|1.26098571566733|1.37156573317112|1.12256117501185
un250|2005-01-01|2005-12-01|12.0675795532825|11.8009403540728|12.4013596475937
un276|2005-01-01|2005-12-01|16.5821164029244|15.4181097654915|18.0392249089985
un300|2005-01-01|2005-12-01|1.34794187436734|1.08175440169236|1.68115649546302
un348|2005-01-01|2005-12-01|2.2219536448762|0.952089374994385|3.81157518971974
un372|2005-01-01|2005-12-01|2.72365665394322|3.18451476851714|2.14675248755473
un380|2005-01-01|2005-12-01|7.22243596807329|7.08904949263609|7.38940973068293
un428|2005-01-01|2005-12-01|0.398700382700667|0.151453232855073|0.70820542636356
un440|2005-01-01|2005-12-01|0.298742641267233|0.336806543408055|0.251094085150683
un442|2005-01-01|2005-12-01|1.83668480876483|1.67192671570668|2.04292969699762
un470|2005-01-01|2005-12-01|0.192811916563691|0.0820369938291531|0.331480440423796
un528|2005-01-01|2005-12-01|8.98849107085098|12.4943142855945|4.59988651936801
un616|2005-01-01|2005-12-01|1.50393309230059|1.77617758873004|1.16313626286495
un620|2005-01-01|2005-12-01|1.11866056476585|1.17700836127892|1.04562054259091
un642|2005-01-01|2005-12-01|0.609602618248486|0.431522728440978|0.832523788845503
un703|2005-01-01|2005-12-01|0.559790508192205|0.590973522681077|0.520755476779521
un705|2005-01-01|2005-12-01|0.737630063414561|0.301934495297705|1.28303564611976
un724|2005-01-01|2005-12-01|6.90355182812109|6.73238358740277|7.11782096671505
un752|2005-01-01|2005-12-01|3.35360287468189|3.29471690803738|3.42731658053784
un826|2005-01-01|2005-12-01|13.5131416378006|12.6241036466738|14.626043211928
un040|2010-01-01|2010-12-01|3.23988676942801|3.21963339063262|3.26099566715726
un056|2010-01-01|2010-12-01|5.91550789547739|8.04292855379102|3.69822328548073
un100|2010-01-01|2010-12-01|0.558521523536601|0.365677338200653|0.759511601639765
un191|2010-01-01|2010-12-01|0.790320384333929|0.468270615019215|1.12597379371678
un196|2010-01-01|2010-12-01|0.272343101943488|0.235606747432279|0.310631229478007
un203|2010-01-01|2010-12-01|1.70409741118653|1.61628803894091|1.79561592161033
un208|2010-01-01|2010-12-01|2.51232280554966|2.80737763565321|2.20480462322066
un233|2010-01-01|2010-12-01|0.271311829740697|0.245514141906167|0.298199232561324
un246|2010-01-01|2010-12-01|1.27593667631888|1.36139926866671|1.18686407565443
un250|2010-01-01|2010-12-01|12.250261738608|12.2858328972851|12.2131880257123
un276|2010-01-01|2010-12-01|16.0193143157622|15.5818828396129|16.4752232476435
un300|2010-01-01|2010-12-01|1.75619736931411|1.11184688052255|2.42776573857768
un348|2010-01-01|2010-12-01|1.69768635958074|1.14447487498672|2.27426594014947
un372|2010-01-01|2010-12-01|2.65346154090838|3.66813370682851|1.59592881041866
un380|2010-01-01|2010-12-01|6.90952423554454|6.50791403155344|7.32809877605547
un428|2010-01-01|2010-12-01|0.23294303728321|0.160036647331531|0.308929051510605
un440|2010-01-01|2010-12-01|0.380500688134435|0.362359118030871|0.399408572682147
un442|2010-01-01|2010-12-01|2.44700128636307|2.13405053078902|2.77317133238076
un470|2010-01-01|2010-12-01|0.133697237155576|0.1242005538292|0.14359506798809
un528|2010-01-01|2010-12-01|9.08366924674522|12.399063090184|5.62823051326892
un616|2010-01-01|2010-12-01|1.96452746687138|2.16399772834704|1.75663142186794
un620|2010-01-01|2010-12-01|1.34084383982493|1.21921474059154|1.46761064957835
un642|2010-01-01|2010-12-01|0.809084892473582|0.595062758835366|1.032147492369
un703|2010-01-01|2010-12-01|0.702763522309741|0.744050119079554|0.659732946640982
un705|2010-01-01|2010-12-01|0.467339345864394|0.340217536714222|0.599830881998596
un724|2010-01-01|2010-12-01|7.34189277247612|6.94008446709711|7.76067378233614
un752|2010-01-01|2010-12-01|3.09962425559145|3.30819046136983|2.88224804631634
un826|2010-01-01|2010-12-01|14.1694184516737|10.8466912867686|17.6325002719857
un040|2011-01-01|2011-12-01|3.12319491830915|3.15219795718569|3.09246932255634
un056|2011-01-01|2011-12-01|5.89777862595536|8.00239088889141|3.66816862258221
un100|2011-01-01|2011-12-01|0.489192169783201|0.351260626467891|0.635315783226127
un191|2011-01-01|2011-12-01|0.695621904846647|0.411669454706219|0.996438941060339
un196|2011-01-01|2011-12-01|0.235982910685016|0.201589411446607|0.272419118581091
un203|2011-01-01|2011-12-01|1.74874469819048|1.72275095457358|1.7762822697489
un208|2011-01-01|2011-12-01|2.46410117786142|2.72885672104484|2.18362119685688
un233|2011-01-01|2011-12-01|0.303205584937701|0.254215747139132|0.355105041356784
un246|2011-01-01|2011-12-01|1.26943969946788|1.4231337263978|1.10661743242304
un250|2011-01-01|2011-12-01|11.6026293406921|11.8792514290451|11.3095780332339
un276|2011-01-01|2011-12-01|15.4214822834297|15.2062398818801|15.6495084239672
un300|2011-01-01|2011-12-01|1.54905322913276|0.990451622003249|2.14083146453029
un348|2011-01-01|2011-12-01|1.68763033662153|1.18075562162473|2.2246095013429
un372|2011-01-01|2011-12-01|2.56413439614525|3.54245003103667|1.52771435601526
un380|2011-01-01|2011-12-01|6.82828816249585|6.43676271481024|7.24306720284847
un428|2011-01-01|2011-12-01|0.215519592196921|0.165582836804206|0.268422205813869
un440|2011-01-01|2011-12-01|0.383354393438999|0.405015169781754|0.360407134000694
un442|2011-01-01|2011-12-01|3.07819441938402|2.04276961282894|4.17511547562425
un470|2011-01-01|2011-12-01|0.152217867796402|0.133766638773117|0.171764957552238
un528|2011-01-01|2011-12-01|9.14582368095084|12.7952237147007|5.27967742453408
un616|2011-01-01|2011-12-01|2.16244031927865|2.45278092782754|1.85485571730405
un620|2011-01-01|2011-12-01|1.32509287711599|1.1799257814388|1.47888177894011
un642|2011-01-01|2011-12-01|0.791459007358825|0.576464795919323|1.01922221720733
un703|2011-01-01|2011-12-01|0.69985875614224|0.77684239076188|0.618302887221984
un705|2011-01-01|2011-12-01|0.461673989325131|0.361480435206635|0.567818267998324
un724|2011-01-01|2011-12-01|7.12810512409851|6.66084876467173|7.62311290841327
un752|2011-01-01|2011-12-01|3.32182710367954|3.4663662944896|3.16870339943009
un826|2011-01-01|2011-12-01|15.2539534306799|11.4989558485426|19.2319689156299
un040|2012-01-01|2012-12-01|3.05675215986126|3.08381918930686|3.026665622289
un056|2012-01-01|2012-12-01|6.01808495221013|8.13211535976096|3.66822031658382
un100|2012-01-01|2012-12-01|0.476273959953567|0.390783165898996|0.571301823745359
