id_master_country|date_in|date_out|global_quote|economic_quote|soft_quote
un191|2012-01-01|2012-12-01|0.67950305659555|0.386366359194705|1.00534111273996
un196|2012-01-01|2012-12-01|0.247668459257044|0.196440401579183|0.304611349321001
un203|2012-01-01|2012-12-01|1.91345973325323|1.73089644791624|2.11638917383499
un208|2012-01-01|2012-12-01|2.35158620768267|2.62851163493315|2.04376789727554
un233|2012-01-01|2012-12-01|0.304465876733685|0.279568195830233|0.332141060427904
un246|2012-01-01|2012-12-01|1.27345791209721|1.44148121202459|1.08669048952357
un250|2012-01-01|2012-12-01|11.5311602165396|11.8188910734472|11.2113310585433
un276|2012-01-01|2012-12-01|15.0315847938322|15.177150837222|14.8697798849302
un300|2012-01-01|2012-12-01|1.51337137095692|0.999097786359141|2.08501561276474
un348|2012-01-01|2012-12-01|1.81211177821219|1.21438221656775|2.47652206936024
un372|2012-01-01|2012-12-01|2.55273362305296|3.52455575580691|1.47249823300334
un380|2012-01-01|2012-12-01|6.5597805454184|6.13651420687632|7.03026507432516
un428|2012-01-01|2012-12-01|0.208849072588074|0.188613983502265|0.231341521169538
un440|2012-01-01|2012-12-01|0.430296652042203|0.492154111303054|0.361538579571915
un442|2012-01-01|2012-12-01|3.50698346511591|1.92443097493095|5.26608026780396
un470|2012-01-01|2012-12-01|0.159647605455053|0.141933034240025|0.179338355543035
un528|2012-01-01|2012-12-01|9.438466823757|13.2428642314785|5.20966344593325
un616|2012-01-01|2012-12-01|2.22764004547712|2.51484405565331|1.90839650748801
un620|2012-01-01|2012-12-01|1.33173749139306|1.23819918474174|1.43571062162392
un642|2012-01-01|2012-12-01|0.971921861260313|0.604338407999083|1.38051170669242
un703|2012-01-01|2012-12-01|0.724499625257075|0.87783372751268|0.55406007857932
un705|2012-01-01|2012-12-01|0.436351873215031|0.378189133380125|0.501003055601533
un724|2012-01-01|2012-12-01|7.08205174152696|6.56062342510272|7.66164887333882
un752|2012-01-01|2012-12-01|3.32820994126232|3.43578823061056|3.20863057438204
un826|2012-01-01|2012-12-01|14.8313491559933|11.2596136568208|18.8015356336041
un040|2013-01-01|2013-12-01|3.11392359841173|3.10023799525203|3.12874488487718
un056|2013-01-01|2013-12-01|6.00095595510995|8.02331966606658|3.81076882578712
un100|2013-01-01|2013-12-01|0.474057181404757|0.374887953159777|0.581455848692103
un191|2013-01-01|2013-12-01|0.697940190668536|0.373405287733344|1.04940623190227
un196|2013-01-01|2013-12-01|0.214288025473873|0.151681431275852|0.282089952535936
un203|2013-01-01|2013-12-01|1.89452219756744|1.72452730889773|2.07862390746162
un208|2013-01-01|2013-12-01|2.30930067331356|2.57027684162837|2.02666771179119
un233|2013-01-01|2013-12-01|0.28748748347456|0.277283613314185|0.298538109518459
un246|2013-01-01|2013-12-01|1.34045293564862|1.4810715169159|1.1881652906683
un250|2013-01-01|2013-12-01|11.2679344031843|11.1888969771364|11.3535306549005
un276|2013-01-01|2013-12-01|15.1897667774972|15.883003134165|14.4390030361748
un300|2013-01-01|2013-12-01|1.25940257412796|0.939058173207342|1.60633036958127
un348|2013-01-01|2013-12-01|1.76490158056192|1.27283401519204|2.29780278057432
un372|2013-01-01|2013-12-01|2.53497909386322|3.5639447403445|1.42062597170767
un380|2013-01-01|2013-12-01|6.41762276861998|5.85985722402751|7.02167381558437
un428|2013-01-01|2013-12-01|0.206626732118053|0.204604700391775|0.208816559713349
un440|2013-01-01|2013-12-01|0.4548186339795|0.552946247993504|0.348548018026366
un442|2013-01-01|2013-12-01|3.84342140923061|1.91817693811124|5.92842997549436
un470|2013-01-01|2013-12-01|0.165558213227829|0.138385765850638|0.194985533444911
un528|2013-01-01|2013-12-01|9.50534135308015|13.6061828123525|5.06419650122596
un616|2013-01-01|2013-12-01|2.41758163916595|2.59820471078003|2.22196977935822
un620|2013-01-01|2013-12-01|1.40520152261601|1.19281472016779|1.63521298822923
un642|2013-01-01|2013-12-01|0.944983544736692|0.602376599282043|1.31602131518622
un703|2013-01-01|2013-12-01|0.734615722481568|0.924851501270863|0.528593456563866
un705|2013-01-01|2013-12-01|0.499663413088136|0.422525007782689|0.583203056111379
un724|2013-01-01|2013-12-01|7.02129550134193|6.54222249287894|7.54012380678323
un752|2013-01-01|2013-12-01|3.39614774678348|3.53540121380089|3.24533849841597
un826|2013-01-01|2013-12-01|14.6372091292225|10.9770214110204|18.6011331196898
