id_master_country;date_in;date_out;energy;primary_goods;manufactures;services;investments;troops;military_equipment;migrations;tourism;sports;culture;information;technology;science;education;cooperation;economic_presence;military_presence;soft_presence;iepg
un040;2000-01-01;2000-12-31;4.221299897;37.50883518;44.94128684;45.41690923;5.789472118;2.991168643;0;23.2765856;234.2504299;35.55260196;9;1.182971429;22.410051;21.56057796;45.99284569;14.85273199;26.5753918;1.525496008;39.67489048;28.59317787
un050;2000-01-01;2000-12-31;0.055090681;3.20985853;5.161072615;1.603055132;0.016150553;6.977377208;3;23.07351777;2.592361003;7.953379848;0.318632776;0.002285714;0.017645709;1.13399615;0.318632776;0.318632776;1.832314278;5.028462376;3.123230429;2.937519403
un056;2000-01-01;2000-12-31;42.44904452;213.6398433;116.7692664;97.92096071;41.93246739;12.01004113;4;20.53143276;84.11494972;47.00922263;17.40075313;2.679285714;18.75738914;30.06994441;58.73465934;28.39356031;92.1921234;8.085120977;31.60160919;50.86336648
un076;2000-01-01;2000-12-31;4.776530664;121.1101326;28.15573723;18.6807708;12.11656784;0.266150496;37;15.9902718;69.21213069;89.88929467;1.258744297;0.114371429;3.952638916;32.32035538;1.907411809;6;29.68212512;18.26573675;19.3853219;23.1189735
un100;2000-01-01;2000-12-31;3.285476747;6.845007296;2.496425465;4.277990623;0.007993766;0.018146625;1;2.359081052;36.2800271;84.91799086;0.75530835;0.006285714;0.247039932;4.577007715;12.28766798;0;2.966538078;0.499254779;11.59176876;6.539378866
un124;2000-01-01;2000-12-31;191.1117641;275.1278998;156.1828626;79.12130056;55.4298412;6.947132833;21;129.7499017;255.6797457;89.11268984;95.89543052;4.981185714;83.48185139;103.0178363;55.17869875;59.61693492;134.0129749;13.83303774;91.75634365;95.34613456
un634;2000-01-01;2000-12-31;54.79757868;0.193568388;0.95781619;0.714846103;0.01733158;0;0;10.99497607;4.924183211;19.63780873;0;0.006428571;0.017645709;0.12306935;2.447845154;0;10.2492121;0;3.119010343;5.329445358
un152;2000-01-01;2000-12-31;1.067003667;83.31599851;2.489783109;8.030036031;2.601696257;0.127026373;7;4.141985754;22.69292898;27.84084624;2;0.0266;0.123519966;5.690492307;5.263548301;0;14.0444464;3.49478345;5.998002031;8.655135919
un156;2000-01-01;2000-12-31;41.30714955;121.4482005;195.2381471;59.84883648;6.477040392;0.160295185;86;11.86627112;406.8183002;315.0731356;0.818451734;0.399857143;13.58719627;87.97993384;21;19;77.72044529;42.22175054;76.65540768;71.55073683
un196;2000-01-01;2000-12-31;0.11043477;2.008220184;0.526289503;8.000810296;0.129891336;0;0;1.870354202;34.99036006;18.54599785;0.078861612;0.005714286;0.864639763;0.545021405;3.065483264;0;2.260162899;0;5.173919962;3.238865084
un170;2000-01-01;2000-12-31;29.80779764;18.66499276;3.716438055;4.029080196;0.697267947;1.082748609;2;2.560163516;7.256005419;29.01780379;0.847925266;0.090142857;0.264685642;1.983760706;6;0;9.643118357;1.53220179;4.046069249;5.770729117
un410;2000-01-01;2000-12-31;49.30041005;44.70586121;137.9457204;62.03112954;5.014318193;1.427534479;16;13.26856963;69.32937314;162.0689623;0.970381635;0.324;115.8617282;40.38725822;5.106111136;7.731836237;57.84586237;8.568042584;40.26073207;41.87225127
un191;2000-01-01;2000-12-31;2.554664271;4.106067603;2.863936583;8.006395834;0.192274764;0.030244375;0;14.38562954;75.96008546;33.49782581;0.432688826;0.025714286;0.405851317;3.823940505;0.691815235;0;3.457878154;0.015424631;11.1388597;6.440337101
un208;2000-01-01;2000-12-31;18.10365831;64.28905289;28.05228664;46.65359441;17.05078598;3.880353254;0;8.666142639;46.05023188;52.59487145;8;1.074285714;11.25796263;23.51503644;19.48436301;56.70485269;32.39022377;1.97898016;22.2397202;22.85519315
un818;2000-01-01;2000-12-31;10.3442718;4.846487543;1.605802745;19.27993769;0.152808253;0.480885555;11;3.950853475;66.64582356;21.00690911;0;0.004371429;0.070582838;6.932906693;41.11229357;0;7.287288668;5.635251633;13.59935266;9.926512178
un784;2000-01-01;2000-12-31;190.9176572;26.62575672;7.52935432;4.268184068;0.452034812;3.780546818;2;53.39871055;50.89625345;18.26067481;0;0.002285714;0.264685642;0.896648118;20;7;40.43160893;2.908078877;13.90709805;22.22656911
un703;2000-01-01;2000-12-31;4.461799056;5.924925776;8.840217296;4.407264345;0.08843988;1.742075974;0;2.766851716;13.71736752;47.15188416;0.490694475;0.031857143;0.829348344;5.78425943;2.376695666;0.197577884;4.378072809;0.888458747;5.968844906;4.551489724
un705;2000-01-01;2000-12-31;0.29982774;4.631684075;6.97472901;3.712808975;0.179066017;0.269174933;0;4.07436655;14.19936429;31.00124918;0.376566008;0.027;0.95286831;4.738169959;1.177751101;0;2.951536954;0.137279216;4.708501526;3.309459419
un724;2000-01-01;2000-12-31;21.93659242;109.9985317;78.22537283;103.1605488;30.13470903;7.576215824;27;40.94217867;604.4890834;81.77140384;14.86349482;1.709142857;16.83400681;67.08158619;61.59577705;46.79055632;65.45542089;17.09387007;88.57328476;68.35179014
un840;2000-01-01;2000-12-31;70.14600411;542.3712958;574.0222322;568.6647419;628.3849867;957.6911444;1089;813.1601266;667.4743369;483.1142836;621.1890796;15.90104286;791.7453371;789.0269024;719.3198109;366.2490446;492.1119828;1022.032484;582.874003;618.6497922
un233;2000-01-01;2000-12-31;2.910580663;4.510184566;2.198977233;2.921767075;0.060429985;0.14214856;0;5.827911204;15.89286645;32.94902918;0;0.0269;1.199908242;1.61748288;1.306425707;0.017532508;2.237742183;0.072495766;4.773409384;3.057709669
un608;2000-01-01;2000-12-31;2.657039446;15.79065821;30.9508932;6.641675976;0.476767741;1.86607791;1;7.53660996;25.9496639;4.137184136;1.086248099;0.023571429;0.211748513;1.204321492;5.3195596;0;10.3727764;1.441699734;4.279762076;6.141017543
un246;2000-01-01;2000-12-31;8.221943446;28.77059692;34.34453551;15.1989356;12.15458339;4.500362932;0;3.121227733;35.35511438;39.10532409;0.308928959;0.256571429;35.06202467;22.14369226;8.43197125;12.7272525;18.74498139;2.295185096;15.77980518;14.74903293
un250;2000-01-01;2000-12-31;43.02942002;234.454559;212.8378093;162.6547823;215.974071;52.61311396;101;146.6535116;1005.549476;220.4933579;81.15214715;9.6601;150.1473417;147.4165692;207.5218633;168.5507932;174.3558085;76.32268812;211.5282847;175.7698483
un300;2000-01-01;2000-12-31;8.378751088;20.00626143;4.775699123;37.83788568;1.421392922;9.711468667;16;17.09063129;170.6008025;86.1306138;3.504960533;0.080014286;0.599954121;15.04083265;13.04154979;7.619897914;14.13640487;12.79284902;27.66738766;20.14568802
un528;2000-01-01;2000-12-31;108.1372158;224.6601013;108.5053941;96.99718363;71.24950923;23.78720058;15;37.0310325;130.3084779;151.5534575;14.08269969;9.725514286;49.24917506;57.58473471;21.21163037;108.7858434;111.2058155;19.4814723;55.78256068;71.03522336
un348;2000-01-01;2000-12-31;2.604997582;16.8868175;21.57323113;11.60525198;0.298528131;2.489112025;0;6.936095367;38.97660362;105.6913094;11.22405677;0.145642857;1.958673748;12.48567854;14.99286234;0.715798375;9.725657333;1.269447133;16.85670898;11.65294746
un356;2000-01-01;2000-12-31;7.585577816;79.08951429;23.17151751;32.81522885;0.404337265;6.490442778;35;149.7496069;34.5083633;16.28526296;2;0.12;5.681918442;50.32657331;10.57856644;1;23.93397469;20.46012582;26.18605189;24.41411438
un360;2000-01-01;2000-12-31;82.60899141;77.21923004;28.1389435;10.40973064;16;0.081659811;16;6.82748421;65.9684227;45.53312611;3;0.035714286;0.247039932;1.391855739;2;0;37.09014511;7.881646504;10.63273119;20.24637493
un368;2000-01-01;2000-12-31;106.5010197;0.301017474;0.064909518;0;0;0;1;3.431411856;1.016101297;16.79839421;0;0;0.123519966;0.158232021;12.53442046;0;19.22229772;0.49;3.115339671;8.815929383
un364;2000-01-01;2000-12-31;130.8438102;8.96886112;1.649073839;3.534229117;0.13342962;0;9;65.48914109;17.48215309;41.06692001;2;0.005142857;0.247039932;3.938219187;2.195037399;0;25.89521694;4.41;11.41087543;15.79478514
un372;2000-01-01;2000-12-31;1.379556255;41.04191502;58.29389477;36.45939865;6.513631887;2.362085652;0;8.989546959;86.57704132;26.30723488;11.76783257;0.131;5.628981313;8.195832637;11.22193947;7.889965977;27.32175401;1.204663683;16.07560109;17.96978922
un352;2000-01-01;2000-12-31;0.03597326;9.1416578;0.224593431;2.052527652;0.15475616;0;0;0.371193229;3.947162733;24.8092889;1;0.006296286;0.529371283;0.899578341;0.610069015;0.290297881;1.752127349;0;2.555126514;1.841166589
un376;2000-01-01;2000-12-31;1.501998875;62.00137764;15.46929278;30.87976147;2.120534297;0;5;52.69946492;31.48611328;25.66525803;7;0.047414286;20.34550299;29.37255143;14;5.542632823;19.0780815;2.45;18.8333188;16.30499762
un380;2000-01-01;2000-12-31;25.50470039;112.1314738;188.9625982;111.2310603;42.04961654;22.03000242;58;49.55677188;536.4624043;198.186428;19.38380766;1.3628;77.7117044;94.6754925;37.73799125;53.91010341;93.47650149;39.65530123;101.0826609;88.36394279
un392;2000-01-01;2000-12-31;7.992442808;64.83856929;400.1741801;138.3890075;64.94726832;0.090733124;65;39.39354706;61.96915221;111.7406081;4.12788761;1.028571429;727.6561204;217.0298678;90.36136371;549.5638957;138.6182512;31.89627389;204.1360159;151.6809066
un398;2000-01-01;2000-12-31;24.01697975;14.83422824;1.287585084;2.07097566;0.003624165;0.907331236;0;67.06563788;19.16262832;46.87459465;0.011948729;0.002;0.441142736;0.568463186;12.50111644;0;6.986289727;0.462738931;12.669516;8.556805687
un414;2000-01-01;2000-12-31;92.88463253;0.827378638;1.212136142;3.585305316;0.333063362;0;0;35.04618111;25.3243708;22.13438536;0;0.008571429;0.176457094;1.476832195;3.74216031;14.56041112;17.980437;0;9.089130568;11.01356612
un428;2000-01-01;2000-12-31;0.242678763;4.392602627;0.92339872;2.26194597;0.005479336;0.323614808;0;10.04776999;6.630712313;30.77344098;0.021724962;0.022185714;0.088228547;0.984554797;9.069289005;0.013976392;1.321072463;0.165043552;4.880675769;2.773525358
un440;2000-01-01;2000-12-31;4.17755788;4.055560231;2.036044304;2.082284406;0.006838375;0.096781999;0;4.9550045;14.10817571;41.55241942;0.650300529;0.007142857;0.141165676;1.394785962;0.815948385;0;2.1670955;0.049358819;5.006468888;3.13436939
un442;2000-01-01;2000-12-31;0.149167107;5.833253326;5.716347119;40.32541656;4.231239286;0.069562061;0;3.289002775;11.09895263;9.486991209;13;0.043;4.005576044;0.313533819;0.98700992;4.14610109;12.30341046;0.035476651;5.005995615;6.983730221
un458;2000-01-01;2000-12-31;49.68224307;51.50522845;70.25697988;27.41731831;3.703482446;0.329663683;6;36.29193941;133.1613777;13.90949839;2;0.077142857;0.776411216;2.555154115;28.59906658;1;36.95876807;3.108128478;20.47393194;23.95964112
un484;2000-01-01;2000-12-31;84.51785871;63.45451589;123.6411884;26.51202857;1.929784057;0;11;12.16269783;268.8890626;55.02011732;23.71953074;0.122071429;1.235199661;14.4899508;2.069390431;1;54.79004973;5.39;34.96756245;37.76769763
un566;2000-01-01;2000-12-31;107.7150678;1.968243443;0.105397592;3.604933367;0.966563515;10.06835229;2;17.54422886;10.59090199;34.66096745;0;0.000285714;0.035291419;2.393991872;9;0;20.74610456;6.114859666;6.330333549;11.77385071
un578;2000-01-01;2000-12-31;201.2594268;44.46959358;9.88050935;34.84608304;7.936562385;3.426687636;3;6.975335527;40.43562086;74.5808129;3.145629662;0.561142857;9.528683101;14.5807877;13.16871057;42.80696809;54.06195118;3.217610694;18.8818014;29.74398781
un554;2000-01-01;2000-12-31;1.999774461;47.25561368;3.896649902;8.663522507;1.980553594;2.34091459;3;16.00206721;23.18795269;35.93110522;3;0.035714286;2.752730674;13.24753642;12.42845313;3.816692229;9.790073273;2.663866441;10.31756497;8.89252636
un586;2000-01-01;2000-12-31;0.691374247;7.072098007;6.943978226;2.714099155;0.113990404;4.343092185;8;99.09749734;7.256005419;2.603572775;0.07241654;0.007142857;0.035291419;1.717110449;0.58887555;0;3.086496061;6.134977014;10.0471626;6.776159621
un616;2000-01-01;2000-12-31;8.443239797;25.57415793;22.08671875;20.45014711;0.237519669;5.480280668;6;19.23064481;226.668751;91.14561653;1.520747339;0.109571429;0.899931182;29.45459767;9.260030186;0.971368402;14.02705639;5.734943141;33.6133784;21.7100264
un620;2000-01-01;2000-12-31;2.260125628;16.98654452;17.93623618;17.75146719;4.616906385;4.827002178;5;14.83126229;72.93783544;36.42238701;1.414584691;0.071428571;0.988159729;9.643362606;16.9199538;14.02196082;11.48555375;4.911771111;15.38851412;12.2291103
un826;2000-01-01;2000-12-31;126.0476272;166.5727581;188.354894;236.7894174;209.4245155;90.2613114;124;111.8736497;302.3813246;164.850862;107.0678543;12.355;107.1447478;219.3945574;337.4847294;153.462721;190.9259502;106.7932688;162.5894399;164.4299265
un203;2000-01-01;2000-12-31;4.239149926;13.95188839;22.76929712;13.45087874;0.172098912;2.089886281;0;10.59225057;62.17758324;66.86905718;1.845680353;0.884;2.011610877;13.02776972;8.277561722;0.544856417;10.26909973;1.065842003;14.49452593;10.74027454
un642;2000-01-01;2000-12-31;3.906098338;9.026663151;7.081581615;3.435892191;0.031774873;0.272199371;6;3.135452291;68.57381064;155.6768257;0.651748859;0.012857143;0.123519966;5.675841194;19.06049372;0;4.091396904;3.078821679;20.435063;11.44747127
un643;2000-01-01;2000-12-31;274.3114695;78.26242107;22.15196112;19.19091847;4.697934761;57.11347689;234;277.7602819;275.7672867;467.0706447;2.639582881;0.431157143;3.793827531;80.88879512;62.3844767;3;69.61594576;143.7878732;100.9504044;95.89730511
un702;2000-01-01;2000-12-31;53.32976996;32.71041827;104.6173969;56.1439299;0.013238235;0.284297121;3;31.57445467;78.96930853;14.69413676;4;0.321285714;8.92872898;11.19931081;19.96858992;0;47.69173817;1.614991532;16.52017826;25.98054115
un710;2000-01-01;2000-12-31;17.7011655;74.37781805;12.23100308;9.923375867;7.539919035;0.34478587;2;23.8798797;76.49418998;47.90085715;3;0.049714286;1.217553952;10.97075345;68.69256003;0;19.54428215;1.155840794;22.56106876;17.98985337
un752;2000-01-01;2000-12-31;15.17105412;47.39699272;63.28904363;42.52810024;28.74975086;2.546576337;1;23.1849318;49.86712521;82.8988801;9;2.658142857;44.43189638;45.18696285;38.67504515;60.66349081;38.8066058;1.788753932;35.97910188;31.5830977
un756;2000-01-01;2000-12-31;1.519931725;47.64129272;63.8580292;60.39303303;54.15206421;0.710742802;0;36.49816047;101.8836955;64.39433001;2.223709175;3.018014286;66.41845035;42.71385497;39.36383275;30.10230556;47.2084959;0.362478829;39.18182;36.02086225
un764;2000-01-01;2000-12-31;11.60139957;76.74652456;45.48701237;27.27512312;0.513854837;2.292523591;23;18.48865542;124.7850555;33.73366756;3;0.038214286;0.741119797;3.7067316;2.849007162;0;27.56958316;12.43918703;16.59399279;20.09994821
un792;2000-01-01;2000-12-31;1.544734912;25.56007178;19.88541035;38.40646978;0.85556947;6.514638277;30;29.50346179;124.8762441;46.61690345;188;0.082571429;0.564662702;15.91989943;26.72495879;2.760695757;16.6338798;18.02246552;50.83494977;32.5885457
un804;2000-01-01;2000-12-31;4.247371434;20.51083879;8.702697018;7.661549254;0.039652893;0;9;129.0974873;83.77624928;137.1009448;0;0.004214286;4.817278679;12.27470251;27.72105162;0;6.943941385;4.41;34.18198701;19.06801175
un862;2000-01-01;2000-12-31;137.0767326;10.58018716;2.601291487;2.324684928;1.790444726;0.009073312;7;23.71717318;6.109634725;13.44584844;0.28966616;0.020071429;0.441142736;3.038640846;0.316388149;30;27.56968766;3.434627389;7.131633347;14.30657303
un704;2000-01-01;2000-12-31;20.112216;22.81193074;5.468511353;5.314127476;0;0;4;1.309897272;2.787765098;20.03012791;0;0.003428571;0.017645709;0.969903684;0.941595353;0;8.901701466;1.96;2.003018108;4.617634887
un276;2005-01-01;2005-12-31;110.8499235;441.9384692;748.0956295;323.0130526;216.3388456;21.81224292;24;247.5375573;280.0792038;376.3090658;86.54466355;80.86514286;632.0340209;225.0000733;393.2856077;390.9361651;357.5652151;22.88424389;292.7736322;274.2121315
un024;2005-01-01;2005-12-31;122.114101;4.577603688;0.053090888;0.347768538;0.005631032;1.037382047;1;1.309289984;2.735657339;26.73980076;0;0.009714286;0;0.049813784;0;0;22.66769566;1.019064844;2.243071823;9.808587766
un682;2005-01-01;2005-12-31;839.5792276;11.75126064;16.70941894;22.44028982;1.761474357;0;16;148.0070168;104.6975145;31.10261036;32;0.171428571;1.217553952;4.049567646;19.67813183;34.59905682;161.6130586;7.84;36.20838788;79.32322071
un012;2005-01-01;2005-12-31;238.018861;1.679316797;0.391018736;4.930613465;0.130025567;0.051415437;7;5.662868959;18.797874;24.48802806;0.14483308;0.022328571;0.052937128;2.306085193;8.08833436;0;44.30775765;3.456221873;5.19446868;19.779399
un032;2005-01-01;2005-12-31;34.57891579;116.0288067;10.94051309;13.04818903;5.444077604;3.335954512;15;34.89720865;49.80199052;78.22769475;13.91845898;1.749714286;1.623405269;15.13753;5;0.252872718;27.91259598;9.051336801;18.06693182;20.365789
un036;2005-01-01;2005-12-31;142.6040983;282.168665;18.98170857;61.06093743;48.72670604;4.866319865;17;101.2733876;71.63514147;371.7116965;9.124411616;1.797571429;56.32510455;80.24707637;267.9974144;56.64787204;92.85996504;10.81182313;97.96032209;82.07842658
un040;2005-01-01;2005-12-31;28.49606955;72.100438;84.48096897;83.48097187;16.74912316;3.723082507;0;27.0071336;259.9135011;74.81519335;6.213924832;7.802285714;28.78015211;26.40716615;51.02629352;53.44987506;54.95393881;1.898772078;51.38472897;44.8232756
un050;2005-01-01;2005-12-31;0.212982086;3.885100105;7.641717567;2.456456409;0.021925717;26.55153641;1;24.10200704;2.70960346;10.50827258;0.081685857;0.008571429;0.017645709;1.591110877;1.132336534;0.318632776;2.642428963;14.03128357;3.522962099;4.869690943
un056;2005-01-01;2005-12-31;120.6853029;317.1381903;219.8960959;110.4633369;111.5343122;2.32881684;3;20.60295262;87.89276223;48.96535292;32.24036375;16.79071429;27.88022092;39.20344829;31.87194303;67.71796533;161.3360271;2.657696588;39.13630867;79.73562373
un076;2005-01-01;2005-12-31;37.33695069;267.2400858;54.99987433;31.56123637;18.48734478;3.720058069;32;16.03028275;69.79834297;109.4254953;1.160692302;4;6.758306718;50.86280405;1.690935707;14.73405039;64.52763115;17.57722962;24.73689852;38.71182989
un100;2005-01-01;2005-12-31;6.616547708;17.50670809;6.319941097;8.709408002;0.028802088;1.545487539;1;2.430927917;63.01130738;113.9531799;0.621392498;0.194571429;0.829348344;5.215796244;12.94315156;0;6.741491242;1.278198645;16.27191595;10.25135979
un124;2005-01-01;2005-12-31;382.7035599;373.8393249;182.6433411;109.8014381;90.57580763;7.945197193;19;147.2445898;244.5286853;108.0422765;136.1655442;31.07442857;111.8737979;129.498258;104.644245;127.342655;202.818462;13.36205057;122.6620211;135.6334733
un634;2005-01-01;2005-12-31;114.7483185;0.550714447;2.3238261;6.334195663;0.221234451;0;0;16.65046414;11.89359596;22.42390309;0;0.110714286;0.017645709;0.331115155;3.599861334;21.08085457;22.70544138;0;6.735128061;11.72622663
un152;2005-01-01;2005-12-31;5.89485996;195.3312952;5.474160876;14.03085026;4.982012748;1.654367288;6;5.407107201;26.40560679;47.37034726;5;1.814857143;0.31762277;8.960620738;2.976167949;0.104520724;32.07139422;3.783727317;8.649157671;16.7711387
un156;2005-01-01;2005-12-31;92.66340539;247.7412374;622.1715663;146.3334094;13.34334297;2.546576337;76;13.78665653;609.7780209;466.8304192;9.69360562;19.44371429;82.81131443;210.8881212;55.08181434;47.20290743;210.4460404;38.53875393;140.1828279;150.6197968
un196;2005-01-01;2005-12-31;1.01342184;1.772008393;0.90170173;12.80617117;0.856964107;0;0;2.713106711;32.17654109;22.1424315;0.468295822;0.064285714;1.464593884;0.896648118;7.410143495;0.877299751;3.761347404;0;6.043582197;4.209359824
un170;2005-01-01;2005-12-31;43.73078369;31.42170492;6.487321836;5.246333999;2.079384625;1.082748609;1;2.568198406;12.15413475;46.46695099;1.741038453;3.181857143;0.264685642;2.657711906;8;0;15.00112389;1.04220179;6.565828312;8.88746039
un410;2005-01-01;2005-12-31;82.60687645;58.43759872;229.989316;97.83501424;9.022922404;0.620009678;16;12.87434616;78.46125788;241.9585327;9.21138388;7.109428571;319.7402552;77.47215556;23.45965143;26.24077057;93.31200189;8.156204936;83.76536201;75.29562003
un191;2005-01-01;2005-12-31;6.408776059;8.71328012;5.347563523;19.60245848;0.475979746;0.163319623;0;15.4476598;100.8675942;67.89500032;0.535558332;0.681571429;0.776411216;5.426772272;5.236299561;0;7.988138996;0.083293008;16.77046299;10.76323268
un208;2005-01-01;2005-12-31;40.76150948;99.6141838;47.9547525;85.42798243;30.15450269;3.565811759;0;9.829449885;119.5612527;90.40202407;14.40910109;26.92214286;13.23428208;26.89651333;15.5181575;73.31049836;57.36647276;1.818563997;37.77581566;39.46710509
un818;2005-01-01;2005-12-31;28.7018153;11.41845976;2.233455731;28.79816543;0.225624959;0.468787805;12;5.763281726;107.394091;66.2061708;5;0.540571429;0.158811385;8.629505584;46.50905794;0;13.77965821;6.119081781;22.27614289;16.46234893
un784;2005-01-01;2005-12-31;375.007395;86.3196058;25.05895739;9.408213012;2.225747883;0;3;66.87240345;92.82997238;30.88012027;0;0.730714286;0.264685642;1.690738445;34;17.14139867;86.47725478;1.47;22.66125271;43.52073306
un703;2005-01-01;2005-12-31;11.79925263;16.05283689;23.38327108;8.668452889;0.139259251;1.726953787;0;2.906738215;19.73581366;71.14399315;0.360227533;2.028571429;0.688182668;6.118304808;2.432706966;1.916100878;10.91734005;0.880746431;8.642852852;8.265220961
un705;2005-01-01;2005-12-31;1.959810206;8.816002525;14.18452474;7.857123686;0.76983338;0.544398742;0;3.908366658;20.25689125;53.95008719;0.783494895;0.358571429;1.394011046;6.267746161;1.647034959;1.168946286;6.34304624;0.277643358;7.363407634;5.84194802
un724;2005-01-01;2005-12-31;44.06259813;192.9670364;131.0401694;186.4869818;71.24146105;8.014759255;32;107.6286585;728.388307;169.0653621;33.41110319;17.20871429;26.60972984;91.52257297;26.75674898;118.607757;120.639802;19.76752722;123.8384598;105.9716206
un840;2005-01-01;2005-12-31;138.7313123;682.2111166;647.0738075;740.8192646;848.5709681;1407.706267;969;917.155847;641.0035954;750.1800775;727.9310595;208;1095.092728;885.21732;893.3923319;969.3562097;634.0907254;1192.740196;781.707448;791.3783331
un233;2005-01-01;2005-12-31;6.069304307;7.447650897;4.822091018;6.387390671;0.452400728;0.033268812;0;4.7100805;24.97264343;46.47902057;0.081051198;0.685714286;0.405851317;2.300224748;1.338215904;0.320305443;4.611811639;0.016967094;6.547681224;4.767136521
un608;2005-01-01;2005-12-31;4.073138859;21.00912384;32.71014081;8.899491795;0.473035683;1.013186547;2;8.753965855;34.16966286;3.612218699;1.375914259;0.459214286;0.564662702;1.541297092;7.32082818;0;12.17625165;1.496725139;5.518928073;7.405158562
un246;2005-01-01;2005-12-31;14.95882696;39.13574904;48.95169486;33.42440463;19.09415187;2.498185338;0;4.003313832;40.90459069;42.80782036;0.531335578;3.231;39.52638916;24.55233524;12.77965912;30.59523878;30.22266775;1.274074522;20.21578296;20.98772583
un250;2005-01-01;2005-12-31;94.22470849;340.1642198;309.6985655;240.5935697;287.4303713;61.26602952;109;151.3221797;976.8641551;267.0926246;102.4847317;28.57142857;160.9818073;160.2362932;358.0454176;388.7419043;253.1899268;84.65567505;261.31588;229.962385
un300;2005-01-01;2005-12-31;8.632912095;32.08734091;8.586234593;67.40543059;3.172684662;12.6693685;16;22.77342398;192.3427648;145.2448043;6.745260482;0.930428571;1.28813679;23.03741015;23.75181847;12.96124405;23.77067246;14.30137793;37.73862771;28.68084475
un528;2005-01-01;2005-12-31;257.1921182;429.5289743;216.9414821;180.9852575;150.1942865;14.92559884;19;40.53480508;130.4257204;191.1501785;42.98414976;47.79685714;76.42356761;70.70041111;39.9451392;173.5954353;226.1987681;16.92205541;82.00024704;126.3831744
un348;2005-01-01;2005-12-31;9.033394273;32.26643477;47.11926857;25.30546594;1.821794347;3.348052262;0;7.779104806;44.89083425;144.6939307;89.89477956;5;2.964479187;14.58371793;20.5894508;3.384111299;21.5384249;1.707506654;33.94766027;24.07372625
un356;2005-01-01;2005-12-31;55.1979721;169.8242549;52.14551701;103.3074642;2.272181318;18.50955722;35;137.5010245;51.05257673;23.65568288;8;2.857142857;7.358260839;73.19403055;17.11977789;19;66.79337541;26.58987418;33.89138141;45.22589797
un360;2005-01-01;2005-12-31;124.7129139;122.5739582;35.76432145;25.42304546;3;0.620009678;13;3.167778709;65.16075244;47.61697649;4;0.215285714;0.123519966;1.74055223;3.066997083;0;52.1631038;6.686204936;10.70370681;25.81547737
un368;2005-01-01;2005-12-31;121.0253571;1.06855625;0.165110163;0.698585522;0.02068948;0;1;2.992412565;1.654421343;28.0064229;0;0.004571429;0.017645709;0.266650257;5.384653812;0;22.12255255;0.49;3.059709371;9.892436281
un364;2005-01-01;2005-12-31;269.136084;17.70824505;4.346040819;9.831725852;0.183332102;0.003024437;6;48.16771693;24.60788911;74.9907715;4;0.487285714;0.229394223;13.88339472;2.924698107;0;53.92473843;2.941542463;14.50929808;27.63632451
un372;2005-01-01;2005-12-31;4.039396199;60.30747641;83.98146035;117.9353388;24.29373901;1.86607791;0;14.42587406;95.5265489;32.46305636;14.76932863;3.512428571;8.399357696;12.36260919;19.50858411;24.24105311;58.80485538;0.951699734;22.18071203;32.70124453
un352;2005-01-01;2005-12-31;0.226942365;13.63085824;0.531178646;4.000751294;2.35531871;0;0;0.527336366;4.872075452;22.61155082;1;0.177142857;0.811702635;1.318600174;0.74025744;0.91910804;3.451652588;0;2.686279252;2.547316439
un376;2005-01-01;2005-12-31;3.57475593;100.8179802;18.92201435;33.18458234;5.384168886;0;3;62.15970694;24.79026627;43.18311581;11;2.428571429;36.49132713;31.7665433;15;3.21114636;26.56653421;1.47;23.49100234;21.13634408
un380;2005-01-01;2005-12-31;67.43911462;184.0340054;282.3309717;175.8451879;68.45376723;27.15339947;39;71.65197173;475.6526497;258.8240551;22.69433427;17.11342857;82.7583773;120.3354519;68.00225862;177.4896752;150.7720284;32.95823373;124.1120775;119.6582438
un392;2005-01-01;2005-12-31;23.42262242;102.5690563;486.2833147;205.338456;90.17098893;3.205903702;67;46.68840961;87.64525038;292.6140815;5.931783619;31.42857143;853.6288401;227.0951824;190.6155339;627.7754045;185.4790143;34.46501089;261.4230726;196.2510406
un398;2005-01-01;2005-12-31;102.6726968;28.03400705;2.97408327;4.382758783;0.070073323;0;0;69.45447605;40.94367151;70.74592491;0.011152147;0.006857143;0.247039932;0.600695635;13.85598435;0;23.74657657;0;16.65752907;16.68616247
un414;2005-01-01;2005-12-31;213.7254709;3.032682787;3.311088281;9.390507733;1.374670887;0;0;43.67021065;45.25558856;25.70773827;0;0.126;0.264685642;1.629203771;3.74216031;18.77293345;42.04428239;0;12.37550978;21.6695618
un428;2005-01-01;2005-12-31;2.479995663;9.531568989;2.617199266;4.266304868;0.065884927;0.438543431;0;8.867108316;14.53806472;53.8093514;0.126079658;0.397142857;0.211748513;0.981624574;2.538674288;0.398190241;3.207323242;0.22365715;6.433442886;4.213951703
un440;2005-01-01;2005-12-31;16.90293253;11.63782425;5.960177577;6.126614372;0.168199425;0.674449552;0;3.861745611;26.05387942;42.77297801;0.207130857;0.712214286;0.229394223;2.748548807;1.297342794;0.844257716;7.20033368;0.343969272;6.409926212;5.739727939
un442;2005-01-01;2005-12-31;0.872347545;12.73167932;14.12068104;79.60776002;7.625322223;0.175417372;0;3.648026882;11.89359596;12.00945438;16.69654595;1.35;4.76434155;0.52744007;1.721212085;8.645212496;24.92864566;0.08946286;6.673113664;12.55683169
