id_master_country|date_in|date_out|energy|primary_goods|manufactures|services|investments|troops|military_equipment|migrations|tourism|sports|culture|information|technology|science|education|cooperation|economic_contribution|military_contribution|soft_contribution
un704|2013-01-01|2013-12-31|6.0465|7.7463|4.6872|1.6872|0|0|0.0757|0.0822|3.649|0.3078|0|2.6356|0|0.2855|0.327|0|20.1672|0.0757|7.2871
un840|1990-01-01|1990-12-31|4.5175|25.2909|18.1536|25.8408|17.271|118.2165|92.8839|22.3173|9.184|16.416|9.9116|0|21.5922|38.6567|33.6265|18.304|91.0738|211.1004|170.0083
un840|1995-01-01|1995-12-31|3.8225|29.6514|29.9832|38.2728|32.118|62.2485|76.9112|27.3726|23.247|20.4174|23.9414|0|24.5022|43.6815|37.4415|12.276|133.8479|139.1597|212.8796
un840|2000-01-01|2000-12-31|4.865|27.8046|42.7056|50.5272|63.428|76.161|82.4373|33.4143|27.347|16.5186|43.3458|0.9584|46.0944|45.0519|39.1855|16.104|189.3304|158.5983|268.0199
un840|2005-01-01|2005-12-31|9.6605|34.9866|48.1368|65.8008|85.749|111.936|73.3533|37.6887|26.281|25.65|50.8144|12.4592|63.729|50.5335|48.6685|42.636|244.3337|185.2893|358.4603
un840|2010-01-01|2010-12-31|20.016|51.3|47.616|88.8|101|79.5|75.7|41.1|29.356|34.2|69.8|59.9|58.2|57.1|54.5|44|308.732|155.2|448.156
un840|2011-01-01|2011-12-31|29.5375|64.1763|56.9904|96.1704|114.13|69.642|62.3768|41.1|31.939|33.7896|73.639|77.0314|58.2|58.5846|56.5165|46.244|361.0046|132.0188|477.0441
un840|2012-01-01|2012-12-31|47.26|79.9254|63.0912|104.6952|106.05|73.935|64.345|41.1|33.497|31.6692|73.639|98.4157|44.523|60.6973|58.533|47.476|401.0218|138.28|489.5502
un840|2013-01-01|2013-12-31|50.179|79.8741|65.9184|111.7992|122.311|58.194|64.1179|41.1|35.752|32.0796|73.639|98.4157|44.523|61.7822|58.533|46.596|430.0817|122.3119|492.4205
un410|2005-01-01|2005-12-31|5.7685|2.9754|17.112|8.7024|0.909|0.0795|1.2112|0.5343|3.198|8.2764|0.6282|0.4193|18.624|4.3967|1.2535|1.144|35.4673|1.2907|38.4744
