id_master_country|date_in|date_out|energy|primary_goods|manufactures|services|investments|troops|military_equipment|migrations|tourism|sports|culture|information|technology|science|education|cooperation|economic_contribution|military_contribution|soft_contribution
un276|1990-01-01|1990-12-31|1.26548086787512|6.92514077510722|14.7615784649423|6.85789542608741|2.21953602973879|0|1.23578240841072|3.58698370135636|5.71491285507284|15.4607794048905|0.394430702654006|0|23.2408967603925|4.91167312583809|5.54350314188509|7.87354506730536|32.0296315637508|1.23578240841072|66.7267247593948
un024|1990-01-01|1990-12-31|66.7983141509393|5.19008484050463|0|0|0|8.04311393411537|7.6586632051891|2.07906907353548|0|10.3801696810093|0|0|0|0|0|0|71.9883989914439|15.7017771393045|12.4592387545447
un682|1990-01-01|1990-12-31|49.898914056768|0.523675738916199|0.759482942989575|1.81295928326544|0.343672837105498|0|4.37893637694124|15.5234638629603|1.53461831222356|1.97833056923897|0|0|0|0.582882742536354|3.52349725567072|19.0142951855992|53.3387048590447|4.37893637694124|42.1570879282291
un012|1990-01-01|1990-12-31|62.8315698810643|4.96905375369773|0|1.43356716480948|0|0|3.66625116135398|3.98105476173444|9.92842124276837|10.4902245911397|0|0|0|0.921809517011503|3.51934281450976|0|69.2341907995715|3.66625116135398|28.8408529271637
un032|1990-01-01|1990-12-31|3.08251001889691|20.0225657975658|1.97990283803681|3.93851639824527|0.895923775276514|0|18.8019805354069|14.2185764296111|13.092905864437|11.224771734999|0|0|0.516264987337555|3.03904440999736|9.66888034704356|0|29.9194188280213|18.8019805354069|51.7604437734256
un036|1990-01-01|1990-12-31|8.57377391469099|26.9415645104722|1.31117940237001|6.25982424357295|3.20393031385575|0.280211727119397|3.7354514264294|12.1685907761888|4.19083954144608|10.0051447622783|0.492044743470036|0|3.07704198459414|8.05035955648683|8.45217259914861|4.96274354445423|46.2902723849619|4.0156631535488|51.3989375080669
un040|1990-01-01|1990-12-31|0.569245978782019|5.46230421942055|10.0547678209037|16.7284602455309|0.413624775949524|0.976727812514471|0|3.19801571820776|41.6409576421264|3.36141798118188|1.71510946700654|0|4.05188468638079|2.80609600475855|6.24941988216806|2.88308754721253|33.2284030405866|0.976727812514471|65.9059889290425
un050|1990-01-01|1990-12-31|0|6.28663532553158|4.5587297097422|5.44106449227295|0|0|13.9151547994953|52.8849410279367|2.51220320026116|8.38218043404211|0|0|0|3.49870250572956|0|0|16.2864295275467|13.9151547994953|67.2780271679696
un056|1990-01-01|1990-12-31|4.24009837952359|18.3516671328798|16.7119220891831|13.7901643045748|2.52076483125372|15.2119422242489|1.04962540003249|2.39347868630923|7.617756866286|3.1297416815764|0.967818400558359|0|1.45255953642541|2.85021132405124|6.19653357033712|3.7825338061937|55.614616737415|16.2615676242814|28.3906338717374
un076|1990-01-01|1990-12-31|1.80702593197517|27.0098376084045|6.77049716095447|4.04045798315025|6.5650942132911|0|22.1425677599764|5.0759228427317|3.7310535429991|12.4489786507872|0|0|0.756610857848598|4.08270858947341|6.0223364243705|0|46.1929128977755|22.1425677599764|32.1176109082106
un100|1990-01-01|1990-12-31|0.67632827131883|1.49765353893479|0.724011847282316|1.72828634512553|0|0|1.47332518385138|0.399958157571279|23.5401163787086|63.2342605328022|0.679247673928839|0|0.566364106341811|2.77829815052555|6.89465583063872|0|4.62628000266146|1.47332518385138|98.0929008305171
un124|1990-01-01|1990-12-31|7.79706405633768|19.7568042093264|8.09762735454719|5.65025511687015|3.38238363444692|3.32796409577389|3.04213593418969|7.22607751210678|13.5931635368516|3.7222964452354|0.584382122981177|0|3.21594356847464|8.41376301305392|4.83664115252472|7.66227104516293|44.6841343715283|6.37010002996358|49.2545383963911
un634|1990-01-01|1990-12-31|24.2880356219297|0|0|0|0|0|51.2560550305597|8.07926652567608|1.79102420953079|11.9518103348201|0|0|0|0|2.38075169315678|0|24.2880356219297|51.2560550305597|24.2028527631837
un152|1990-01-01|1990-12-31|0|38.6777821124826|1.30451379897942|6.2280013628695|0|0|26.5461544577264|2.16191601363122|8.62662350938005|12.5927662691804|1.22385837592424|0|0|3.0035378194244|0.955591425327668|0|46.2102972743315|26.5461544577264|28.564293412868
un156|1990-01-01|1990-12-31|6.42444623693876|12.4698963649358|9.93401183112258|3.64822270721127|0.34578687446353|0|19.9560110154502|1.26640163231743|19.2305433055609|17.9144990031472|0.238969542946083|0|0.597766220607252|4.30076704654542|2.42564356987536|1.95831774448653|32.8223640146719|19.9560110154502|47.9329080654862
un196|1990-01-01|1990-12-31|0|2.82173280971639|0|19.5376119690304|0|0|0|2.26068652006518|45.1037213249013|22.5738624777311|0|0|0|0|5.99549466391981|0|22.3593447787468|0|75.9337649866174
un170|1990-01-01|1990-12-31|21.1276542792004|16.7945559527634|3.47957383148314|6.22955960152627|0|3.71809300541545|12.391304928111|1.92218393110157|10.5462889650464|22.3927412703512|0|0|0|1.33523968936618|2.54888136849235|0|47.6313436649732|16.1093979335265|38.7453352243576
un208|1990-01-01|1990-12-31|2.89687526151085|25.6592289350515|9.8201987282296|15.4222136224319|1.40328250077984|0.552281974316817|1.57765077191634|1.42759680153592|4.84201932199776|10.9289308427071|0.969793253014185|0|3.63880878172514|5.55338629269011|3.7860839748763|12.5322853039942|55.2017990480037|2.12993274623316|43.6789045725407
un818|1990-01-01|1990-12-31|5.35600187204215|3.95342296454334|1.43340481755373|20.530056096576|0|0|10.2091560863134|3.16736225814291|24.4873322998762|14.4958842033256|0|0|0|5.50049832542458|11.5500831737024|0|31.2728857507152|10.2091560863134|59.2011602604716
